unit,category,use,translation,item,subcategory,value,date,source,jason_notes
Pfund (lb),Fruit,preserved (dried),dried plums,Brunellen,,,1667,
Pfund (lb),Fruit,preserved (dried),dried plums,Brunellen,,6,1668,
Pfund (lb),Fruit,preserved (dried),dried plums,Brunellen,,,1669,
Pfund (lb),Fruit,preserved (dried),dried plums,Brunellen,,2,1670,
Pfund (lb),Fruit,preserved (dried),dried plums,Brunellen,,4,1671,
Pfund (lb),Fruit,preserved (dried),dried plums,Brunellen,,,1672,
Pfund (lb),Fruit,preserved (dried),dried plums,Brunellen,,,1673,
Pfund (lb),Fruit,preserved (dried),dried plums,Brunellen,,,1674,
Pfund (lb),Fruit,preserved (dried),dried plums,Brunellen,,,1675,
Pfund (lb),Fruit,preserved (dried),dried plums,Brunellen,,,1676,
Pfund (lb),Fruit,preserved (dried),dried plums,Brunellen,,,1677,
Pfund (lb),Fruit,preserved (dried),dried plums,Brunellen,,,1678,
Pfund (lb),Fruit,preserved (dried),dried plums,Brunellen,,,1679,
Pfund (lb),Fruit,preserved (dried),dried plums,Brunellen,,,1680,
Pfund (lb),Fruit,preserved (dried),dried plums,Brunellen,,,1681,
Pfund (lb),Fruit,preserved (dried),dried plums,Brunellen,,,1682,
Pfund (lb),Fruit,preserved (dried),dried plums,Brunellen,,,1683,
Pfund (lb),Fruit,preserved (dried),dried plums,Brunellen,,,1684,
Pfund (lb),Fruit,preserved (dried),dried plums,Brunellen,,,1685,
Pfund (lb),Fruit,preserved (dried),dried plums,Brunellen,,,1686,
Pfund (lb),Fruit,preserved (dried),dried plums,Brunellen,,,1687,
Pfund (lb),Fruit,preserved (dried),dried plums,Brunellen,,,1688,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,,1640,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,425.5,1641,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,,1642,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,,1643,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,214.75,1644,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,496.75,1645,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,661.2,1646,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,,1647,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,24,1648,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,,1649,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,,1650,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,,1651,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,,1652,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,,1653,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,,1654,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,,1655,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,264,1656,- Rentspeicher Records!
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,,1657,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,,1658,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,49,1659,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,,1660,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,,1661,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,,1662,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,859,1663,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,369.5,1664,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,,1665,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,,1666,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,,1667,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,6,1668,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,,1669,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,26,1670,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,42,1671,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,90,1672,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,61,1673,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,10,1674,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,,1675,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,,1676,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,,1677,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,,1678,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,24,1679,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,,1680,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,,1681,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,,1682,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,,1683,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,,1684,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,,1685,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,,1686,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,,1687,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,,1688,
Pfund (lb),Fruit,preserved (dried),currant,Korinthen / Corinthen,preserved,,1640,
Pfund (lb),Fruit,preserved (dried),currant,Korinthen / Corinthen,preserved,434,1641,
Pfund (lb),Fruit,preserved (dried),currant,Korinthen / Corinthen,preserved,,1642,
Pfund (lb),Fruit,preserved (dried),currant,Korinthen / Corinthen,preserved,,1643,
Pfund (lb),Fruit,preserved (dried),currant,Korinthen / Corinthen,preserved,245.75,1644,
Pfund (lb),Fruit,preserved (dried),currant,Korinthen / Corinthen,preserved,580,1645,
Pfund (lb),Fruit,preserved (dried),currant,Korinthen / Corinthen,preserved,663.25,1646,
Pfund (lb),Fruit,preserved (dried),currant,Korinthen / Corinthen,preserved,,1647,
Pfund (lb),Fruit,preserved (dried),currant,Korinthen / Corinthen,preserved,30,1648,
Pfund (lb),Fruit,preserved (dried),currant,Korinthen / Corinthen,preserved,,1649,
Pfund (lb),Fruit,preserved (dried),currant,Korinthen / Corinthen,preserved,,1650,
Pfund (lb),Fruit,preserved (dried),currant,Korinthen / Corinthen,preserved,,1651,
Pfund (lb),Fruit,preserved (dried),currant,Korinthen / Corinthen,preserved,,1652,
Pfund (lb),Fruit,preserved (dried),currant,Korinthen / Corinthen,preserved,,1653,
Pfund (lb),Fruit,preserved (dried),currant,Korinthen / Corinthen,preserved,,1654,
Pfund (lb),Fruit,preserved (dried),currant,Korinthen / Corinthen,preserved,,1655,
Pfund (lb),Fruit,preserved (dried),currant,Korinthen / Corinthen,preserved,242.5,1656,- Rentspeicher Records!
Pfund (lb),Fruit,preserved (dried),currant,Korinthen / Corinthen,preserved,,1657,
Pfund (lb),Fruit,preserved (dried),currant,Korinthen / Corinthen,preserved,,1658,
Pfund (lb),Fruit,preserved (dried),currant,Korinthen / Corinthen,preserved,42,1659,
Pfund (lb),Fruit,preserved (dried),currant,Korinthen / Corinthen,preserved,,1660,
Pfund (lb),Fruit,preserved (dried),currant,Korinthen / Corinthen,preserved,,1661,
Pfund (lb),Fruit,preserved (dried),currant,Korinthen / Corinthen,preserved,,1662,
Pfund (lb),Fruit,preserved (dried),currant,Korinthen / Corinthen,preserved,1937,1663,
Pfund (lb),Fruit,preserved (dried),currant,Korinthen / Corinthen,preserved,416,1664,
Pfund (lb),Fruit,preserved (dried),currant,Korinthen / Corinthen,preserved,,1665,
Pfund (lb),Fruit,preserved (dried),currant,Korinthen / Corinthen,preserved,,1666,
Pfund (lb),Fruit,preserved (dried),currant,Korinthen / Corinthen,preserved,,1667,
Pfund (lb),Fruit,preserved (dried),currant,Korinthen / Corinthen,preserved,6,1668,
Pfund (lb),Fruit,preserved (dried),currant,Korinthen / Corinthen,preserved,,1669,
Pfund (lb),Fruit,preserved (dried),currant,Korinthen / Corinthen,preserved,12,1670,
Pfund (lb),Fruit,preserved (dried),currant,Korinthen / Corinthen,preserved,24,1671,
Pfund (lb),Fruit,preserved (dried),currant,Korinthen / Corinthen,preserved,60,1672,
Pfund (lb),Fruit,preserved (dried),currant,Korinthen / Corinthen,preserved,36.5,1673,
Pfund (lb),Fruit,preserved (dried),currant,Korinthen / Corinthen,preserved,10,1674,
Pfund (lb),Fruit,preserved (dried),currant,Korinthen / Corinthen,preserved,,1675,
Pfund (lb),Fruit,preserved (dried),currant,Korinthen / Corinthen,preserved,,1676,
Pfund (lb),Fruit,preserved (dried),currant,Korinthen / Corinthen,preserved,,1677,
Pfund (lb),Fruit,preserved (dried),currant,Korinthen / Corinthen,preserved,,1678,
Pfund (lb),Fruit,preserved (dried),currant,Korinthen / Corinthen,preserved,20,1679,
Pfund (lb),Fruit,preserved (dried),currant,Korinthen / Corinthen,preserved,,1680,
Pfund (lb),Fruit,preserved (dried),currant,Korinthen / Corinthen,preserved,,1681,
Pfund (lb),Fruit,preserved (dried),currant,Korinthen / Corinthen,preserved,,1682,
Pfund (lb),Fruit,preserved (dried),currant,Korinthen / Corinthen,preserved,,1683,
Pfund (lb),Fruit,preserved (dried),currant,Korinthen / Corinthen,preserved,,1684,
Pfund (lb),Fruit,preserved (dried),currant,Korinthen / Corinthen,preserved,,1685,
Pfund (lb),Fruit,preserved (dried),currant,Korinthen / Corinthen,preserved,,1686,
Pfund (lb),Fruit,preserved (dried),currant,Korinthen / Corinthen,preserved,,1687,
Pfund (lb),Fruit,preserved (dried),currant,Korinthen / Corinthen,preserved,,1688,
Pfund (lb),Fruit,preserved (in sugar),candied lemon peel,Citternat / Citronath/Zitternath / Ciccat,,,1640,
Pfund (lb),Fruit,preserved (in sugar),candied lemon peel,Citternat / Citronath/Zitternath / Ciccat,,1.5,1641,
Pfund (lb),Fruit,preserved (in sugar),candied lemon peel,Citternat / Citronath/Zitternath / Ciccat,,,1642,
Pfund (lb),Fruit,preserved (in sugar),candied lemon peel,Citternat / Citronath/Zitternath / Ciccat,,,1643,
Pfund (lb),Fruit,preserved (in sugar),candied lemon peel,Citternat / Citronath/Zitternath / Ciccat,,,1644,
Pfund (lb),Fruit,preserved (in sugar),candied lemon peel,Citternat / Citronath/Zitternath / Ciccat,,0,1645,
Pfund (lb),Fruit,preserved (in sugar),candied lemon peel,Citternat / Citronath/Zitternath / Ciccat,,0,1646,
Pfund (lb),Fruit,preserved (in sugar),candied lemon peel,Citternat / Citronath/Zitternath / Ciccat,,,1647,
Pfund (lb),Fruit,preserved (in sugar),candied lemon peel,Citternat / Citronath/Zitternath / Ciccat,,,1648,
Pfund (lb),Fruit,preserved (in sugar),candied lemon peel,Citternat / Citronath/Zitternath / Ciccat,,,1649,
Pfund (lb),Fruit,preserved (in sugar),candied lemon peel,Citternat / Citronath/Zitternath / Ciccat,,,1650,
Pfund (lb),Fruit,preserved (in sugar),candied lemon peel,Citternat / Citronath/Zitternath / Ciccat,,,1651,
Pfund (lb),Fruit,preserved (in sugar),candied lemon peel,Citternat / Citronath/Zitternath / Ciccat,,,1652,
Pfund (lb),Fruit,preserved (in sugar),candied lemon peel,Citternat / Citronath/Zitternath / Ciccat,,,1653,
Pfund (lb),Fruit,preserved (in sugar),candied lemon peel,Citternat / Citronath/Zitternath / Ciccat,,,1654,
Pfund (lb),Fruit,preserved (in sugar),candied lemon peel,Citternat / Citronath/Zitternath / Ciccat,,,1655,
Pfund (lb),Fruit,preserved (in sugar),candied lemon peel,Citternat / Citronath/Zitternath / Ciccat,,173.75,1656,- Rentspeicher Records!
Pfund (lb),Fruit,preserved (in sugar),candied lemon peel,Citternat / Citronath/Zitternath / Ciccat,,,1657,
Pfund (lb),Fruit,preserved (in sugar),candied lemon peel,Citternat / Citronath/Zitternath / Ciccat,,,1658,
Pfund (lb),Fruit,preserved (in sugar),candied lemon peel,Citternat / Citronath/Zitternath / Ciccat,,0,1659,
Pfund (lb),Fruit,preserved (in sugar),candied lemon peel,Citternat / Citronath/Zitternath / Ciccat,,,1660,
Pfund (lb),Fruit,preserved (in sugar),candied lemon peel,Citternat / Citronath/Zitternath / Ciccat,,,1661,
Pfund (lb),Fruit,preserved (in sugar),candied lemon peel,Citternat / Citronath/Zitternath / Ciccat,,,1662,
Pfund (lb),Fruit,preserved (in sugar),candied lemon peel,Citternat / Citronath/Zitternath / Ciccat,,,1663,
Pfund (lb),Fruit,preserved (in sugar),candied lemon peel,Citternat / Citronath/Zitternath / Ciccat,,100,1664,
Pfund (lb),Fruit,preserved (in sugar),candied lemon peel,Citternat / Citronath/Zitternath / Ciccat,,,1665,
Pfund (lb),Fruit,preserved (in sugar),candied lemon peel,Citternat / Citronath/Zitternath / Ciccat,,,1666,
Pfund (lb),Fruit,preserved (in sugar),candied lemon peel,Citternat / Citronath/Zitternath / Ciccat,,,1667,
Pfund (lb),Fruit,preserved (in sugar),candied lemon peel,Citternat / Citronath/Zitternath / Ciccat,,4,1668,
Pfund (lb),Fruit,preserved (in sugar),candied lemon peel,Citternat / Citronath/Zitternath / Ciccat,,,1669,
Pfund (lb),Fruit,preserved (in sugar),candied lemon peel,Citternat / Citronath/Zitternath / Ciccat,,10,1670,
Pfund (lb),Fruit,preserved (in sugar),candied lemon peel,Citternat / Citronath/Zitternath / Ciccat,,,1671,
Pfund (lb),Fruit,preserved (in sugar),candied lemon peel,Citternat / Citronath/Zitternath / Ciccat,,21,1672,
Pfund (lb),Fruit,preserved (in sugar),candied lemon peel,Citternat / Citronath/Zitternath / Ciccat,,15.5,1673,
Pfund (lb),Fruit,preserved (in sugar),candied lemon peel,Citternat / Citronath/Zitternath / Ciccat,,,1674,
Pfund (lb),Fruit,preserved (in sugar),candied lemon peel,Citternat / Citronath/Zitternath / Ciccat,,,1675,
Pfund (lb),Fruit,preserved (in sugar),candied lemon peel,Citternat / Citronath/Zitternath / Ciccat,,,1676,
Pfund (lb),Fruit,preserved (in sugar),candied lemon peel,Citternat / Citronath/Zitternath / Ciccat,,,1677,
Pfund (lb),Fruit,preserved (in sugar),candied lemon peel,Citternat / Citronath/Zitternath / Ciccat,,,1678,
Pfund (lb),Fruit,preserved (in sugar),candied lemon peel,Citternat / Citronath/Zitternath / Ciccat,,,1679,
Pfund (lb),Fruit,preserved (in sugar),candied lemon peel,Citternat / Citronath/Zitternath / Ciccat,,,1680,
Pfund (lb),Fruit,preserved (in sugar),candied lemon peel,Citternat / Citronath/Zitternath / Ciccat,,,1681,
Pfund (lb),Fruit,preserved (in sugar),candied lemon peel,Citternat / Citronath/Zitternath / Ciccat,,,1682,
Pfund (lb),Fruit,preserved (in sugar),candied lemon peel,Citternat / Citronath/Zitternath / Ciccat,,,1683,
Pfund (lb),Fruit,preserved (in sugar),candied lemon peel,Citternat / Citronath/Zitternath / Ciccat,,,1684,
Pfund (lb),Fruit,preserved (in sugar),candied lemon peel,Citternat / Citronath/Zitternath / Ciccat,,,1685,
Pfund (lb),Fruit,preserved (in sugar),candied lemon peel,Citternat / Citronath/Zitternath / Ciccat,,,1686,
Pfund (lb),Fruit,preserved (in sugar),candied lemon peel,Citternat / Citronath/Zitternath / Ciccat,,,1687,
Pfund (lb),Fruit,preserved (in sugar),candied lemon peel,Citternat / Citronath/Zitternath / Ciccat,,,1688,
Pfund (lb),Fruit,preserved (in sugar),cherry sauce,Kirschmuß,,,1640,
Pfund (lb),Fruit,preserved (in sugar),cherry sauce,Kirschmuß,,,1641,
Pfund (lb),Fruit,preserved (in sugar),cherry sauce,Kirschmuß,,,1642,
Pfund (lb),Fruit,preserved (in sugar),cherry sauce,Kirschmuß,,,1643,
Pfund (lb),Fruit,preserved (in sugar),cherry sauce,Kirschmuß,,0.875,1644,
Pfund (lb),Fruit,preserved (in sugar),cherry sauce,Kirschmuß,,,1645,
Pfund (lb),Fruit,preserved (in sugar),cherry sauce,Kirschmuß,,11,1646,
Pfund (lb),Fruit,preserved (in sugar),cherry sauce,Kirschmuß,,,1647,
Pfund (lb),Fruit,preserved (in sugar),cherry sauce,Kirschmuß,,,1648,
Pfund (lb),Fruit,preserved (in sugar),cherry sauce,Kirschmuß,,,1649,
Pfund (lb),Fruit,preserved (in sugar),cherry sauce,Kirschmuß,,,1650,
Pfund (lb),Fruit,preserved (in sugar),cherry sauce,Kirschmuß,,,1651,
Pfund (lb),Fruit,preserved (in sugar),cherry sauce,Kirschmuß,,,1652,
Pfund (lb),Fruit,preserved (in sugar),cherry sauce,Kirschmuß,,,1653,
Pfund (lb),Fruit,preserved (in sugar),cherry sauce,Kirschmuß,,,1654,
Pfund (lb),Fruit,preserved (in sugar),cherry sauce,Kirschmuß,,,1655,
Pfund (lb),Fruit,preserved (in sugar),cherry sauce,Kirschmuß,,,1656,
Pfund (lb),Fruit,preserved (in sugar),cherry sauce,Kirschmuß,,,1657,
Pfund (lb),Fruit,preserved (in sugar),cherry sauce,Kirschmuß,,,1658,
Pfund (lb),Fruit,preserved (in sugar),cherry sauce,Kirschmuß,,0,1659,
Pfund (lb),Fruit,preserved (in sugar),cherry sauce,Kirschmuß,,,1660,
Pfund (lb),Fruit,preserved (in sugar),cherry sauce,Kirschmuß,,,1661,
Pfund (lb),Fruit,preserved (in sugar),cherry sauce,Kirschmuß,,,1662,
Pfund (lb),Fruit,preserved (in sugar),cherry sauce,Kirschmuß,,31,1663,
Pfund (lb),Fruit,preserved (in sugar),cherry sauce,Kirschmuß,,111,1664,
Pfund (lb),Fruit,preserved (in sugar),cherry sauce,Kirschmuß,,,1665,
Pfund (lb),Fruit,preserved (in sugar),cherry sauce,Kirschmuß,,,1666,
Pfund (lb),Fruit,preserved (in sugar),cherry sauce,Kirschmuß,,,1667,
Pfund (lb),Fruit,preserved (in sugar),cherry sauce,Kirschmuß,,2,1668,
Pfund (lb),Fruit,preserved (in sugar),cherry sauce,Kirschmuß,,,1669,
Pfund (lb),Fruit,preserved (in sugar),cherry sauce,Kirschmuß,,,1670,
Pfund (lb),Fruit,preserved (in sugar),cherry sauce,Kirschmuß,,,1671,
Pfund (lb),Fruit,preserved (in sugar),cherry sauce,Kirschmuß,,,1672,
Pfund (lb),Fruit,preserved (in sugar),cherry sauce,Kirschmuß,,,1673,
Pfund (lb),Fruit,preserved (in sugar),cherry sauce,Kirschmuß,,,1674,
Pfund (lb),Fruit,preserved (in sugar),cherry sauce,Kirschmuß,,,1675,
Pfund (lb),Fruit,preserved (in sugar),cherry sauce,Kirschmuß,,,1676,
Pfund (lb),Fruit,preserved (in sugar),cherry sauce,Kirschmuß,,,1677,
Pfund (lb),Fruit,preserved (in sugar),cherry sauce,Kirschmuß,,,1678,
Pfund (lb),Fruit,preserved (in sugar),cherry sauce,Kirschmuß,,12,1679,
Pfund (lb),Fruit,preserved (in sugar),cherry sauce,Kirschmuß,,,1680,
Pfund (lb),Fruit,preserved (in sugar),cherry sauce,Kirschmuß,,,1681,
Pfund (lb),Fruit,preserved (in sugar),cherry sauce,Kirschmuß,,,1682,
Pfund (lb),Fruit,preserved (in sugar),cherry sauce,Kirschmuß,,,1683,
Pfund (lb),Fruit,preserved (in sugar),cherry sauce,Kirschmuß,,,1684,
Pfund (lb),Fruit,preserved (in sugar),cherry sauce,Kirschmuß,,,1685,
Pfund (lb),Fruit,preserved (in sugar),cherry sauce,Kirschmuß,,,1686,
Pfund (lb),Fruit,preserved (in sugar),cherry sauce,Kirschmuß,,,1687,
Pfund (lb),Fruit,preserved (in sugar),cherry sauce,Kirschmuß,,,1688,
Pfund (lb),Fruit,preserved (in sugar),cherry sauce or marmalade,Kirsch Kreide,,,1640,
Pfund (lb),Fruit,preserved (in sugar),cherry sauce or marmalade,Kirsch Kreide,,,1641,
Pfund (lb),Fruit,preserved (in sugar),cherry sauce or marmalade,Kirsch Kreide,,,1642,
Pfund (lb),Fruit,preserved (in sugar),cherry sauce or marmalade,Kirsch Kreide,,,1643,
Pfund (lb),Fruit,preserved (in sugar),cherry sauce or marmalade,Kirsch Kreide,,,1644,
Pfund (lb),Fruit,preserved (in sugar),cherry sauce or marmalade,Kirsch Kreide,,60.5,1645,
Pfund (lb),Fruit,preserved (in sugar),cherry sauce or marmalade,Kirsch Kreide,,,1646,
Pfund (lb),Fruit,preserved (in sugar),cherry sauce or marmalade,Kirsch Kreide,,,1647,
Pfund (lb),Fruit,preserved (in sugar),cherry sauce or marmalade,Kirsch Kreide,,,1648,
Pfund (lb),Fruit,preserved (in sugar),cherry sauce or marmalade,Kirsch Kreide,,,1649,
Pfund (lb),Fruit,preserved (in sugar),cherry sauce or marmalade,Kirsch Kreide,,,1650,
Pfund (lb),Fruit,preserved (in sugar),cherry sauce or marmalade,Kirsch Kreide,,,1651,
Pfund (lb),Fruit,preserved (in sugar),cherry sauce or marmalade,Kirsch Kreide,,,1652,
Pfund (lb),Fruit,preserved (in sugar),cherry sauce or marmalade,Kirsch Kreide,,,1653,
Pfund (lb),Fruit,preserved (in sugar),cherry sauce or marmalade,Kirsch Kreide,,,1654,
Pfund (lb),Fruit,preserved (in sugar),cherry sauce or marmalade,Kirsch Kreide,,,1655,
Pfund (lb),Fruit,preserved (in sugar),cherry sauce or marmalade,Kirsch Kreide,,200,1656,- Rentspeicher Records!
Pfund (lb),Fruit,preserved (in sugar),cherry sauce or marmalade,Kirsch Kreide,,,1657,
Pfund (lb),Fruit,preserved (in sugar),cherry sauce or marmalade,Kirsch Kreide,,,1658,
Pfund (lb),Fruit,preserved (in sugar),cherry sauce or marmalade,Kirsch Kreide,,,1659,
Pfund (lb),Fruit,preserved (in sugar),cherry sauce or marmalade,Kirsch Kreide,,,1660,
Pfund (lb),Fruit,preserved (in sugar),cherry sauce or marmalade,Kirsch Kreide,,,1661,
Pfund (lb),Fruit,preserved (in sugar),cherry sauce or marmalade,Kirsch Kreide,,,1662,
Pfund (lb),Fruit,preserved (in sugar),cherry sauce or marmalade,Kirsch Kreide,,,1663,
