unit,category,use,translation,item,subcategory,value,date,source
Stof,Seeds,,poppy seeds,Mohn,,,1651,
Stof,Seeds,,poppy seeds,Mohn,,,1652,
Stof,Seeds,,poppy seeds,Mohn,,,1653,
Stof,Seeds,,poppy seeds,Mohn,,,1654,
Stof,Seeds,,poppy seeds,Mohn,,,1655,
Stof,Seeds,,poppy seeds,Mohn,,,1656,
Stof,Seeds,,poppy seeds,Mohn,,,1657,
Stof,Seeds,,poppy seeds,Mohn,,,1658,
Stof,Seeds,,poppy seeds,Mohn,,,1659,
Stof,Seeds,,poppy seeds,Mohn,,,1660,
Stof,Seeds,,poppy seeds,Mohn,,,1661,
Stof,Seeds,,poppy seeds,Mohn,,,1662,
Stof,Seeds,,poppy seeds,Mohn,,,1663,
Stof,Seeds,,poppy seeds,Mohn,,,1664,
Stof,Seeds,,poppy seeds,Mohn,,,1665,
Stof,Seeds,,poppy seeds,Mohn,,,1666,
Stof,Seeds,,poppy seeds,Mohn,,,1667,
Stof,Seeds,,poppy seeds,Mohn,,,1668,
Stof,Seeds,,poppy seeds,Mohn,,,1669,
Stof,Seeds,,poppy seeds,Mohn,,,1670,
Stof,Seeds,,poppy seeds,Mohn,,48,1671,
Stof,Seeds,,poppy seeds,Mohn,,92,1672,
Stof,Seeds,,poppy seeds,Mohn,,42,1673,
Stof,Seeds,,poppy seeds,Mohn,,,1674,
Stof,Seeds,,poppy seeds,Mohn,,,1675,
Stof,Seeds,,poppy seeds,Mohn,,,1676,
Stof,Seeds,,poppy seeds,Mohn,,,1677,
Stof,Seeds,,poppy seeds,Mohn,,,1678,
Stof,Seeds,,poppy seeds,Mohn,,,1679,
Stof,Seeds,,poppy seeds,Mohn,,,1680,
Stof,Seeds,,poppy seeds,Mohn,,,1681,
Stof,Seeds,,poppy seeds,Mohn,,,1682,
Stof,Seeds,,poppy seeds,Mohn,,,1683,
Stof,Seeds,,poppy seeds,Mohn,,,1684,
Stof,Seeds,,poppy seeds,Mohn,,,1685,
Stof,Seeds,,poppy seeds,Mohn,,,1686,
Stof,Seeds,,poppy seeds,Mohn,,,1687,
Stof,Seeds,,poppy seeds,Mohn,,,1688,
stof,Seeds,,pinenuts,Pienigen / Pienien,,,1640,
stof,Seeds,,pinenuts,Pienigen / Pienien,,,1641,
stof,Seeds,,pinenuts,Pienigen / Pienien,,,1642,
stof,Seeds,,pinenuts,Pienigen / Pienien,,,1643,
stof,Seeds,,pinenuts,Pienigen / Pienien,,,1644,
stof,Seeds,,pinenuts,Pienigen / Pienien,,,1645,
stof,Seeds,,pinenuts,Pienigen / Pienien,,,1646,
stof,Seeds,,pinenuts,Pienigen / Pienien,,,1647,
stof,Seeds,,pinenuts,Pienigen / Pienien,,,1648,
stof,Seeds,,pinenuts,Pienigen / Pienien,,,1649,
stof,Seeds,,pinenuts,Pienigen / Pienien,,,1650,
stof,Seeds,,pinenuts,Pienigen / Pienien,,,1651,
stof,Seeds,,pinenuts,Pienigen / Pienien,,,1652,
stof,Seeds,,pinenuts,Pienigen / Pienien,,,1653,
stof,Seeds,,pinenuts,Pienigen / Pienien,,,1654,
stof,Seeds,,pinenuts,Pienigen / Pienien,,,1655,
stof,Seeds,,pinenuts,Pienigen / Pienien,,21,1656,- Rentspeicher Records!
stof,Seeds,,pinenuts,Pienigen / Pienien,,,1657,
stof,Seeds,,pinenuts,Pienigen / Pienien,,,1658,
stof,Seeds,,pinenuts,Pienigen / Pienien,,0,1659,
stof,Seeds,,pinenuts,Pienigen / Pienien,,,1660,
stof,Seeds,,pinenuts,Pienigen / Pienien,,,1661,
stof,Seeds,,pinenuts,Pienigen / Pienien,,,1662,
stof,Seeds,,pinenuts,Pienigen / Pienien,,,1663,
stof,Seeds,,pinenuts,Pienigen / Pienien,,18,1664,
stof,Seeds,,pinenuts,Pienigen / Pienien,,,1665,
stof,Seeds,,pinenuts,Pienigen / Pienien,,,1666,
stof,Seeds,,pinenuts,Pienigen / Pienien,,,1667,
stof,Seeds,,pinenuts,Pienigen / Pienien,,0,1668,
stof,Seeds,,pinenuts,Pienigen / Pienien,,,1669,
stof,Seeds,,pinenuts,Pienigen / Pienien,,,1670,
stof,Seeds,,pinenuts,Pienigen / Pienien,,,1671,
stof,Seeds,,pinenuts,Pienigen / Pienien,,,1672,
stof,Seeds,,pinenuts,Pienigen / Pienien,,,1673,
stof,Seeds,,pinenuts,Pienigen / Pienien,,,1674,
stof,Seeds,,pinenuts,Pienigen / Pienien,,,1675,
stof,Seeds,,pinenuts,Pienigen / Pienien,,,1676,
stof,Seeds,,pinenuts,Pienigen / Pienien,,,1677,
stof,Seeds,,pinenuts,Pienigen / Pienien,,,1678,
stof,Seeds,,pinenuts,Pienigen / Pienien,,,1679,
stof,Seeds,,pinenuts,Pienigen / Pienien,,,1680,
stof,Seeds,,pinenuts,Pienigen / Pienien,,,1681,
stof,Seeds,,pinenuts,Pienigen / Pienien,,,1682,
stof,Seeds,,pinenuts,Pienigen / Pienien,,,1683,
stof,Seeds,,pinenuts,Pienigen / Pienien,,,1684,
stof,Seeds,,pinenuts,Pienigen / Pienien,,,1685,
stof,Seeds,,pinenuts,Pienigen / Pienien,,,1686,
stof,Seeds,,pinenuts,Pienigen / Pienien,,,1687,
stof,Seeds,,pinenuts,Pienigen / Pienien,,,1688,
