unit,category,use,translation,item,subcategory,value,date,source,jason_notes
Stof,Fruit,,figs,Feigen,,,1640
Stof,Fruit,,figs,Feigen,,,1641
Stof,Fruit,,figs,Feigen,,,1642
Stof,Fruit,,figs,Feigen,,,1643
Stof,Fruit,,figs,Feigen,,,1644
Stof,Fruit,,figs,Feigen,,,1645
Stof,Fruit,,figs,Feigen,,,1646
Stof,Fruit,,figs,Feigen,,,1647
Stof,Fruit,,figs,Feigen,,,1648
Stof,Fruit,,figs,Feigen,,,1649
Stof,Fruit,,figs,Feigen,,,1650
Stof,Fruit,,figs,Feigen,,,1651
Stof,Fruit,,figs,Feigen,,,1652
Stof,Fruit,,figs,Feigen,,,1653
Stof,Fruit,,figs,Feigen,,,1654
Stof,Fruit,,figs,Feigen,,,1655
Stof,Fruit,,figs,Feigen,,,1656
Stof,Fruit,,figs,Feigen,,,1657
Stof,Fruit,,figs,Feigen,,,1658
Stof,Fruit,,figs,Feigen,,,1659
Stof,Fruit,,figs,Feigen,,,1660
Stof,Fruit,,figs,Feigen,,,1661
Stof,Fruit,,figs,Feigen,,,1662
Stof,Fruit,,figs,Feigen,,0,1663
Stof,Fruit,,figs,Feigen,,46,1664
Stof,Fruit,,figs,Feigen,,,1665
Stof,Fruit,,figs,Feigen,,,1666
Stof,Fruit,,figs,Feigen,,,1667
Stof,Fruit,,figs,Feigen,,0,1668
Stof,Fruit,,figs,Feigen,,,1669
Stof,Fruit,,figs,Feigen,,,1670
Stof,Fruit,,figs,Feigen,,,1671
Stof,Fruit,,figs,Feigen,,,1672
Stof,Fruit,,figs,Feigen,,,1673
Stof,Fruit,,figs,Feigen,,,1674
Stof,Fruit,,figs,Feigen,,,1675
Stof,Fruit,,figs,Feigen,,,1676
Stof,Fruit,,figs,Feigen,,,1677
Stof,Fruit,,figs,Feigen,,,1678
Stof,Fruit,,figs,Feigen,,,1679
Stof,Fruit,,figs,Feigen,,,1680
Stof,Fruit,,figs,Feigen,,,1681
Stof,Fruit,,figs,Feigen,,,1682
Stof,Fruit,,figs,Feigen,,,1683
Stof,Fruit,,figs,Feigen,,,1684
Stof,Fruit,,figs,Feigen,,,1685
Stof,Fruit,,figs,Feigen,,,1686
Stof,Fruit,,figs,Feigen,,,1687
Stof,Fruit,,figs,Feigen,,,1688
Stof,Fruit,,apples,Äpfel,,,1640
Stof,Fruit,,apples,Äpfel,,,1641
Stof,Fruit,,apples,Äpfel,,,1642
Stof,Fruit,,apples,Äpfel,,,1643
Stof,Fruit,,apples,Äpfel,,,1644
Stof,Fruit,,apples,Äpfel,,,1645
Stof,Fruit,,apples,Äpfel,,,1646
Stof,Fruit,,apples,Äpfel,,,1647
Stof,Fruit,,apples,Äpfel,,,1648
Stof,Fruit,,apples,Äpfel,,,1649
Stof,Fruit,,apples,Äpfel,,,1650
Stof,Fruit,,apples,Äpfel,,,1651
Stof,Fruit,,apples,Äpfel,,,1652
Stof,Fruit,,apples,Äpfel,,,1653
Stof,Fruit,,apples,Äpfel,,,1654
Stof,Fruit,,apples,Äpfel,,,1655
Stof,Fruit,,apples,Äpfel,,,1656
Stof,Fruit,,apples,Äpfel,,,1657
Stof,Fruit,,apples,Äpfel,,,1658
Stof,Fruit,,apples,Äpfel,,,1659
Stof,Fruit,,apples,Äpfel,,,1660
Stof,Fruit,,apples,Äpfel,,,1661
Stof,Fruit,,apples,Äpfel,,,1662
Stof,Fruit,,apples,Äpfel,,,1663
Stof,Fruit,,apples,Äpfel,,,1664
Stof,Fruit,,apples,Äpfel,,,1665
Stof,Fruit,,apples,Äpfel,,,1666
Stof,Fruit,,apples,Äpfel,,,1667
Stof,Fruit,,apples,Äpfel,,480,1668
Stof,Fruit,,apples,Äpfel,,,1669
Stof,Fruit,,apples,Äpfel,,,1670
Stof,Fruit,,apples,Äpfel,,,1671
Stof,Fruit,,apples,Äpfel,,288,1672
Stof,Fruit,,apples,Äpfel,,,1673
Stof,Fruit,,apples,Äpfel,,,1674
Stof,Fruit,,apples,Äpfel,,,1675
Stof,Fruit,,apples,Äpfel,,,1676
Stof,Fruit,,apples,Äpfel,,,1677
Stof,Fruit,,apples,Äpfel,,,1678
Stof,Fruit,,apples,Äpfel,,48,1679
Stof,Fruit,,apples,Äpfel,,,1680
Stof,Fruit,,apples,Äpfel,,,1681
Stof,Fruit,,apples,Äpfel,,,1682
Stof,Fruit,,apples,Äpfel,,,1683
Stof,Fruit,,apples,Äpfel,,,1684
Stof,Fruit,,apples,Äpfel,,,1685
Stof,Fruit,,apples,Äpfel,,,1686
Stof,Fruit,,apples,Äpfel,,,1687
Stof,Fruit,,apples,Äpfel,,,1688
