unit,category,use,translation,item,subcategory,value,date,source
Pfund (lb),Fish,Bi-product,fish guts,Hausenblasen,,,1640,
Pfund (lb),Fish,Bi-product,fish guts,Hausenblasen,,,1641,
Pfund (lb),Fish,Bi-product,fish guts,Hausenblasen,,,1642,
Pfund (lb),Fish,Bi-product,fish guts,Hausenblasen,,,1643,
Pfund (lb),Fish,Bi-product,fish guts,Hausenblasen,,,1644,
Pfund (lb),Fish,Bi-product,fish guts,Hausenblasen,,6,1645,
Pfund (lb),Fish,Bi-product,fish guts,Hausenblasen,,,1646,
Pfund (lb),Fish,Bi-product,fish guts,Hausenblasen,,,1647,
Pfund (lb),Fish,Bi-product,fish guts,Hausenblasen,,,1648,
Pfund (lb),Fish,Bi-product,fish guts,Hausenblasen,,,1649,
Pfund (lb),Fish,Bi-product,fish guts,Hausenblasen,,,1650,
Pfund (lb),Fish,Bi-product,fish guts,Hausenblasen,,,1651,
Pfund (lb),Fish,Bi-product,fish guts,Hausenblasen,,,1652,
Pfund (lb),Fish,Bi-product,fish guts,Hausenblasen,,,1653,
Pfund (lb),Fish,Bi-product,fish guts,Hausenblasen,,,1654,
Pfund (lb),Fish,Bi-product,fish guts,Hausenblasen,,,1655,
Pfund (lb),Fish,Bi-product,fish guts,Hausenblasen,,8,1656,- Rentspeicher Records!
Pfund (lb),Fish,Bi-product,fish guts,Hausenblasen,,,1657,
Pfund (lb),Fish,Bi-product,fish guts,Hausenblasen,,,1658,
Pfund (lb),Fish,Bi-product,fish guts,Hausenblasen,,,1659,
Pfund (lb),Fish,Bi-product,fish guts,Hausenblasen,,,1660,
Pfund (lb),Fish,Bi-product,fish guts,Hausenblasen,,,1661,
Pfund (lb),Fish,Bi-product,fish guts,Hausenblasen,,,1662,
Pfund (lb),Fish,Bi-product,fish guts,Hausenblasen,,4,1663,
Pfund (lb),Fish,Bi-product,fish guts,Hausenblasen,,20,1664,
Pfund (lb),Fish,Bi-product,fish guts,Hausenblasen,,,1665,
Pfund (lb),Fish,Bi-product,fish guts,Hausenblasen,,,1666,
Pfund (lb),Fish,Bi-product,fish guts,Hausenblasen,,,1667,
Pfund (lb),Fish,Bi-product,fish guts,Hausenblasen,,0,1668,
Pfund (lb),Fish,Bi-product,fish guts,Hausenblasen,,,1669,
Pfund (lb),Fish,Bi-product,fish guts,Hausenblasen,,,1670,
Pfund (lb),Fish,Bi-product,fish guts,Hausenblasen,,,1671,
Pfund (lb),Fish,Bi-product,fish guts,Hausenblasen,,,1672,
Pfund (lb),Fish,Bi-product,fish guts,Hausenblasen,,,1673,
Pfund (lb),Fish,Bi-product,fish guts,Hausenblasen,,,1674,
Pfund (lb),Fish,Bi-product,fish guts,Hausenblasen,,,1675,
Pfund (lb),Fish,Bi-product,fish guts,Hausenblasen,,,1676,
Pfund (lb),Fish,Bi-product,fish guts,Hausenblasen,,,1677,
Pfund (lb),Fish,Bi-product,fish guts,Hausenblasen,,,1678,
Pfund (lb),Fish,Bi-product,fish guts,Hausenblasen,,,1679,
Pfund (lb),Fish,Bi-product,fish guts,Hausenblasen,,,1680,
Pfund (lb),Fish,Bi-product,fish guts,Hausenblasen,,,1681,
Pfund (lb),Fish,Bi-product,fish guts,Hausenblasen,,,1682,
Pfund (lb),Fish,Bi-product,fish guts,Hausenblasen,,,1683,
Pfund (lb),Fish,Bi-product,fish guts,Hausenblasen,,,1684,
Pfund (lb),Fish,Bi-product,fish guts,Hausenblasen,,,1685,
Pfund (lb),Fish,Bi-product,fish guts,Hausenblasen,,,1686,
Pfund (lb),Fish,Bi-product,fish guts,Hausenblasen,,,1687,
Pfund (lb),Fish,Bi-product,fish guts,Hausenblasen,,,1688,
Stof (Fluids),Fish,preserved (brined/pickled),pickled herring,Pökelfische: Heringe,,,1640,
Stof (Fluids),Fish,preserved (brined/pickled),pickled herring,Pökelfische: Heringe,preserved,876,1641,
Stof (Fluids),Fish,preserved (brined/pickled),pickled herring,Pökelfische: Heringe,preserved,,1642,
Stof (Fluids),Fish,preserved (brined/pickled),pickled herring,Pökelfische: Heringe,preserved,,1643,
Stof (Fluids),Fish,preserved (brined/pickled),pickled herring,Pökelfische: Heringe,preserved,1560,1644,
Stof (Fluids),Fish,preserved (brined/pickled),pickled herring,Pökelfische: Heringe,preserved,3240,1645,
Stof (Fluids),Fish,preserved (brined/pickled),pickled herring,Pökelfische: Heringe,preserved,3924,1646,
Stof (Fluids),Fish,preserved (brined/pickled),pickled herring,Pökelfische: Heringe,preserved,,1647,
Stof (Fluids),Fish,preserved (brined/pickled),pickled herring,Pökelfische: Heringe,preserved,,1648,
Stof (Fluids),Fish,preserved (brined/pickled),pickled herring,Pökelfische: Heringe,preserved,,1649,
Stof (Fluids),Fish,preserved (brined/pickled),pickled herring,Pökelfische: Heringe,preserved,,1650,
Stof (Fluids),Fish,preserved (brined/pickled),pickled herring,Pökelfische: Heringe,preserved,,1651,
Stof (Fluids),Fish,preserved (brined/pickled),pickled herring,Pökelfische: Heringe,preserved,,1652,
Stof (Fluids),Fish,preserved (brined/pickled),pickled herring,Pökelfische: Heringe,preserved,,1653,
Stof (Fluids),Fish,preserved (brined/pickled),pickled herring,Pökelfische: Heringe,preserved,,1654,
Stof (Fluids),Fish,preserved (brined/pickled),pickled herring,Pökelfische: Heringe,preserved,,1655,
Stof (Fluids),Fish,preserved (brined/pickled),pickled herring,Pökelfische: Heringe,preserved,,1656,
Stof (Fluids),Fish,preserved (brined/pickled),pickled herring,Pökelfische: Heringe,preserved,,1657,
Stof (Fluids),Fish,preserved (brined/pickled),pickled herring,Pökelfische: Heringe,preserved,,1658,
Stof (Fluids),Fish,preserved (brined/pickled),pickled herring,Pökelfische: Heringe,preserved,,1659,
Stof (Fluids),Fish,preserved (brined/pickled),pickled herring,Pökelfische: Heringe,preserved,,1660,
Stof (Fluids),Fish,preserved (brined/pickled),pickled herring,Pökelfische: Heringe,preserved,,1661,
Stof (Fluids),Fish,preserved (brined/pickled),pickled herring,Pökelfische: Heringe,preserved,,1662,
Stof (Fluids),Fish,preserved (brined/pickled),pickled herring,Pökelfische: Heringe,preserved,1752,1663,
Stof (Fluids),Fish,preserved (brined/pickled),pickled herring,Pökelfische: Heringe,preserved,156,1664,
Stof (Fluids),Fish,preserved (brined/pickled),pickled herring,Pökelfische: Heringe,preserved,,1665,
Stof (Fluids),Fish,preserved (brined/pickled),pickled herring,Pökelfische: Heringe,preserved,,1666,
Stof (Fluids),Fish,preserved (brined/pickled),pickled herring,Pökelfische: Heringe,preserved,,1667,
Stof (Fluids),Fish,preserved (brined/pickled),pickled herring,Pökelfische: Heringe,preserved,,1668,
Stof (Fluids),Fish,preserved (brined/pickled),pickled herring,Pökelfische: Heringe,preserved,,1669,
Stof (Fluids),Fish,preserved (brined/pickled),pickled herring,Pökelfische: Heringe,preserved,48,1670,
Stof (Fluids),Fish,preserved (brined/pickled),pickled herring,Pökelfische: Heringe,preserved,,1671,
Stof (Fluids),Fish,preserved (brined/pickled),pickled herring,Pökelfische: Heringe,preserved,,1672,
Stof (Fluids),Fish,preserved (brined/pickled),pickled herring,Pökelfische: Heringe,preserved,,1673,
Stof (Fluids),Fish,preserved (brined/pickled),pickled herring,Pökelfische: Heringe,preserved,,1674,
Stof (Fluids),Fish,preserved (brined/pickled),pickled herring,Pökelfische: Heringe,preserved,,1675,
Stof (Fluids),Fish,preserved (brined/pickled),pickled herring,Pökelfische: Heringe,preserved,,1676,
Stof (Fluids),Fish,preserved (brined/pickled),pickled herring,Pökelfische: Heringe,preserved,,1677,
Stof (Fluids),Fish,preserved (brined/pickled),pickled herring,Pökelfische: Heringe,preserved,,1678,
Stof (Fluids),Fish,preserved (brined/pickled),pickled herring,Pökelfische: Heringe,preserved,,1679,
Stof (Fluids),Fish,preserved (brined/pickled),pickled herring,Pökelfische: Heringe,preserved,,1680,
Stof (Fluids),Fish,preserved (brined/pickled),pickled herring,Pökelfische: Heringe,preserved,,1681,
Stof (Fluids),Fish,preserved (brined/pickled),pickled herring,Pökelfische: Heringe,preserved,,1682,
Stof (Fluids),Fish,preserved (brined/pickled),pickled herring,Pökelfische: Heringe,preserved,,1683,
Stof (Fluids),Fish,preserved (brined/pickled),pickled herring,Pökelfische: Heringe,preserved,,1684,
Stof (Fluids),Fish,preserved (brined/pickled),pickled herring,Pökelfische: Heringe,preserved,,1685,
Stof (Fluids),Fish,preserved (brined/pickled),pickled herring,Pökelfische: Heringe,preserved,,1686,
Stof (Fluids),Fish,preserved (brined/pickled),pickled herring,Pökelfische: Heringe,preserved,,1687,
Stof (Fluids),Fish,preserved (brined/pickled),pickled herring,Pökelfische: Heringe,preserved,,1688,
Stof (Fluids),Fish,preserved (brined/pickled),pickled salmon,Pökelfische: Lachß,preserved,,1640,
Stof (Fluids),Fish,preserved (brined/pickled),pickled salmon,Pökelfische: Lachß,preserved,192,1641,
Stof (Fluids),Fish,preserved (brined/pickled),pickled salmon,Pökelfische: Lachß,preserved,,1642,
Stof (Fluids),Fish,preserved (brined/pickled),pickled salmon,Pökelfische: Lachß,preserved,,1643,
Stof (Fluids),Fish,preserved (brined/pickled),pickled salmon,Pökelfische: Lachß,preserved,1080,1644,
Stof (Fluids),Fish,preserved (brined/pickled),pickled salmon,Pökelfische: Lachß,preserved,,1645,
Stof (Fluids),Fish,preserved (brined/pickled),pickled salmon,Pökelfische: Lachß,preserved,480,1646,
Stof (Fluids),Fish,preserved (brined/pickled),pickled salmon,Pökelfische: Lachß,preserved,,1647,
Stof (Fluids),Fish,preserved (brined/pickled),pickled salmon,Pökelfische: Lachß,preserved,,1648,
Stof (Fluids),Fish,preserved (brined/pickled),pickled salmon,Pökelfische: Lachß,preserved,,1649,
Stof (Fluids),Fish,preserved (brined/pickled),pickled salmon,Pökelfische: Lachß,preserved,,1650,
Stof (Fluids),Fish,preserved (brined/pickled),pickled salmon,Pökelfische: Lachß,preserved,,1651,
Stof (Fluids),Fish,preserved (brined/pickled),pickled salmon,Pökelfische: Lachß,preserved,,1652,
Stof (Fluids),Fish,preserved (brined/pickled),pickled salmon,Pökelfische: Lachß,preserved,,1653,
Stof (Fluids),Fish,preserved (brined/pickled),pickled salmon,Pökelfische: Lachß,preserved,,1654,
Stof (Fluids),Fish,preserved (brined/pickled),pickled salmon,Pökelfische: Lachß,preserved,,1655,
Stof (Fluids),Fish,preserved (brined/pickled),pickled salmon,Pökelfische: Lachß,preserved,,1656,
Stof (Fluids),Fish,preserved (brined/pickled),pickled salmon,Pökelfische: Lachß,preserved,,1657,
Stof (Fluids),Fish,preserved (brined/pickled),pickled salmon,Pökelfische: Lachß,preserved,,1658,
Stof (Fluids),Fish,preserved (brined/pickled),pickled salmon,Pökelfische: Lachß,preserved,0,1659,
Stof (Fluids),Fish,preserved (brined/pickled),pickled salmon,Pökelfische: Lachß,preserved,,1660,
Stof (Fluids),Fish,preserved (brined/pickled),pickled salmon,Pökelfische: Lachß,preserved,,1661,
Stof (Fluids),Fish,preserved (brined/pickled),pickled salmon,Pökelfische: Lachß,preserved,,1662,
Stof (Fluids),Fish,preserved (brined/pickled),pickled salmon,Pökelfische: Lachß,preserved,1920,1663,
Stof (Fluids),Fish,preserved (brined/pickled),pickled salmon,Pökelfische: Lachß,preserved,,1664,
Stof (Fluids),Fish,preserved (brined/pickled),pickled salmon,Pökelfische: Lachß,preserved,,1665,
Stof (Fluids),Fish,preserved (brined/pickled),pickled salmon,Pökelfische: Lachß,preserved,,1666,
Stof (Fluids),Fish,preserved (brined/pickled),pickled salmon,Pökelfische: Lachß,preserved,,1667,
Stof (Fluids),Fish,preserved (brined/pickled),pickled salmon,Pökelfische: Lachß,preserved,0,1668,
Stof (Fluids),Fish,preserved (brined/pickled),pickled salmon,Pökelfische: Lachß,preserved,,1669,
Stof (Fluids),Fish,preserved (brined/pickled),pickled salmon,Pökelfische: Lachß,preserved,,1670,
Stof (Fluids),Fish,preserved (brined/pickled),pickled salmon,Pökelfische: Lachß,preserved,,1671,
Stof (Fluids),Fish,preserved (brined/pickled),pickled salmon,Pökelfische: Lachß,preserved,,1672,
Stof (Fluids),Fish,preserved (brined/pickled),pickled salmon,Pökelfische: Lachß,preserved,,1673,
Stof (Fluids),Fish,preserved (brined/pickled),pickled salmon,Pökelfische: Lachß,preserved,,1674,
Stof (Fluids),Fish,preserved (brined/pickled),pickled salmon,Pökelfische: Lachß,preserved,,1675,
Stof (Fluids),Fish,preserved (brined/pickled),pickled salmon,Pökelfische: Lachß,preserved,,1676,
Stof (Fluids),Fish,preserved (brined/pickled),pickled salmon,Pökelfische: Lachß,preserved,,1677,
Stof (Fluids),Fish,preserved (brined/pickled),pickled salmon,Pökelfische: Lachß,preserved,,1678,
Stof (Fluids),Fish,preserved (brined/pickled),pickled salmon,Pökelfische: Lachß,preserved,,1679,
Stof (Fluids),Fish,preserved (brined/pickled),pickled salmon,Pökelfische: Lachß,preserved,,1680,
Stof (Fluids),Fish,preserved (brined/pickled),pickled salmon,Pökelfische: Lachß,preserved,,1681,
Stof (Fluids),Fish,preserved (brined/pickled),pickled salmon,Pökelfische: Lachß,preserved,,1682,
Stof (Fluids),Fish,preserved (brined/pickled),pickled salmon,Pökelfische: Lachß,preserved,,1683,
Stof (Fluids),Fish,preserved (brined/pickled),pickled salmon,Pökelfische: Lachß,preserved,,1684,
Stof (Fluids),Fish,preserved (brined/pickled),pickled salmon,Pökelfische: Lachß,preserved,,1685,
Stof (Fluids),Fish,preserved (brined/pickled),pickled salmon,Pökelfische: Lachß,preserved,,1686,
Stof (Fluids),Fish,preserved (brined/pickled),pickled salmon,Pökelfische: Lachß,preserved,,1687,
Stof (Fluids),Fish,preserved (brined/pickled),pickled salmon,Pökelfische: Lachß,preserved,,1688,
Stof (Fluids),Fish,preserved (brined/pickled),pickled zander,Pökelfische: Zant,preserved,,1640,
Stof (Fluids),Fish,preserved (brined/pickled),pickled zander,Pökelfische: Zant,preserved,12160,1641,
Stof (Fluids),Fish,preserved (brined/pickled),pickled zander,Pökelfische: Zant,preserved,,1642,
Stof (Fluids),Fish,preserved (brined/pickled),pickled zander,Pökelfische: Zant,preserved,,1643,
Stof (Fluids),Fish,preserved (brined/pickled),pickled zander,Pökelfische: Zant,preserved,,1644,
Stof (Fluids),Fish,preserved (brined/pickled),pickled zander,Pökelfische: Zant,preserved,2844,1645,
Stof (Fluids),Fish,preserved (brined/pickled),pickled zander,Pökelfische: Zant,preserved,1920,1646,
Stof (Fluids),Fish,preserved (brined/pickled),pickled zander,Pökelfische: Zant,preserved,,1647,
Stof (Fluids),Fish,preserved (brined/pickled),pickled zander,Pökelfische: Zant,preserved,,1648,
Stof (Fluids),Fish,preserved (brined/pickled),pickled zander,Pökelfische: Zant,preserved,,1649,
Stof (Fluids),Fish,preserved (brined/pickled),pickled zander,Pökelfische: Zant,preserved,,1650,
Stof (Fluids),Fish,preserved (brined/pickled),pickled zander,Pökelfische: Zant,preserved,,1651,
Stof (Fluids),Fish,preserved (brined/pickled),pickled zander,Pökelfische: Zant,preserved,,1652,
Stof (Fluids),Fish,preserved (brined/pickled),pickled zander,Pökelfische: Zant,preserved,,1653,
Stof (Fluids),Fish,preserved (brined/pickled),pickled zander,Pökelfische: Zant,preserved,,1654,
Stof (Fluids),Fish,preserved (brined/pickled),pickled zander,Pökelfische: Zant,preserved,,1655,
Stof (Fluids),Fish,preserved (brined/pickled),pickled zander,Pökelfische: Zant,preserved,,1656,
Stof (Fluids),Fish,preserved (brined/pickled),pickled zander,Pökelfische: Zant,preserved,,1657,
Stof (Fluids),Fish,preserved (brined/pickled),pickled zander,Pökelfische: Zant,preserved,,1658,
Stof (Fluids),Fish,preserved (brined/pickled),pickled zander,Pökelfische: Zant,preserved,0,1659,
Stof (Fluids),Fish,preserved (brined/pickled),pickled zander,Pökelfische: Zant,preserved,,1660,
Stof (Fluids),Fish,preserved (brined/pickled),pickled zander,Pökelfische: Zant,preserved,,1661,
Stof (Fluids),Fish,preserved (brined/pickled),pickled zander,Pökelfische: Zant,preserved,,1662,
Stof (Fluids),Fish,preserved (brined/pickled),pickled zander,Pökelfische: Zant,preserved,,1663,
Stof (Fluids),Fish,preserved (brined/pickled),pickled zander,Pökelfische: Zant,preserved,,1664,
Stof (Fluids),Fish,preserved (brined/pickled),pickled zander,Pökelfische: Zant,preserved,,1665,
Stof (Fluids),Fish,preserved (brined/pickled),pickled zander,Pökelfische: Zant,preserved,,1666,
Stof (Fluids),Fish,preserved (brined/pickled),pickled zander,Pökelfische: Zant,preserved,,1667,
Stof (Fluids),Fish,preserved (brined/pickled),pickled zander,Pökelfische: Zant,preserved,0,1668,
Stof (Fluids),Fish,preserved (brined/pickled),pickled zander,Pökelfische: Zant,preserved,,1669,
Stof (Fluids),Fish,preserved (brined/pickled),pickled zander,Pökelfische: Zant,preserved,,1670,
Stof (Fluids),Fish,preserved (brined/pickled),pickled zander,Pökelfische: Zant,preserved,,1671,
Stof (Fluids),Fish,preserved (brined/pickled),pickled zander,Pökelfische: Zant,preserved,,1672,
Stof (Fluids),Fish,preserved (brined/pickled),pickled zander,Pökelfische: Zant,preserved,,1673,
Stof (Fluids),Fish,preserved (brined/pickled),pickled zander,Pökelfische: Zant,preserved,,1674,
Stof (Fluids),Fish,preserved (brined/pickled),pickled zander,Pökelfische: Zant,preserved,,1675,
Stof (Fluids),Fish,preserved (brined/pickled),pickled zander,Pökelfische: Zant,preserved,,1676,
Stof (Fluids),Fish,preserved (brined/pickled),pickled zander,Pökelfische: Zant,preserved,,1677,
Stof (Fluids),Fish,preserved (brined/pickled),pickled zander,Pökelfische: Zant,preserved,,1678,
Stof (Fluids),Fish,preserved (brined/pickled),pickled zander,Pökelfische: Zant,preserved,,1679,
Stof (Fluids),Fish,preserved (brined/pickled),pickled zander,Pökelfische: Zant,preserved,,1680,
Stof (Fluids),Fish,preserved (brined/pickled),pickled zander,Pökelfische: Zant,preserved,,1681,
Stof (Fluids),Fish,preserved (brined/pickled),pickled zander,Pökelfische: Zant,preserved,,1682,
Stof (Fluids),Fish,preserved (brined/pickled),pickled zander,Pökelfische: Zant,preserved,,1683,
Stof (Fluids),Fish,preserved (brined/pickled),pickled zander,Pökelfische: Zant,preserved,,1684,
Stof (Fluids),Fish,preserved (brined/pickled),pickled zander,Pökelfische: Zant,preserved,,1685,
Stof (Fluids),Fish,preserved (brined/pickled),pickled zander,Pökelfische: Zant,preserved,,1686,
Stof (Fluids),Fish,preserved (brined/pickled),pickled zander,Pökelfische: Zant,preserved,,1687,
Stof (Fluids),Fish,preserved (brined/pickled),pickled zander,Pökelfische: Zant,preserved,,1688,
Stof (Fluids),Fish,preserved (brined/pickled),pickled pike,Pökelfische: Hecht,preserved,,1640,
Stof (Fluids),Fish,preserved (brined/pickled),pickled pike,Pökelfische: Hecht,preserved,1848,1641,
Stof (Fluids),Fish,preserved (brined/pickled),pickled pike,Pökelfische: Hecht,preserved,,1642,
Stof (Fluids),Fish,preserved (brined/pickled),pickled pike,Pökelfische: Hecht,preserved,,1643,
Stof (Fluids),Fish,preserved (brined/pickled),pickled pike,Pökelfische: Hecht,preserved,120,1644,
Stof (Fluids),Fish,preserved (brined/pickled),pickled pike,Pökelfische: Hecht,preserved,100,1645,
Stof (Fluids),Fish,preserved (brined/pickled),pickled pike,Pökelfische: Hecht,preserved,0,1646,
Stof (Fluids),Fish,preserved (brined/pickled),pickled pike,Pökelfische: Hecht,preserved,,1647,
Stof (Fluids),Fish,preserved (brined/pickled),pickled pike,Pökelfische: Hecht,preserved,,1648,
Stof (Fluids),Fish,preserved (brined/pickled),pickled pike,Pökelfische: Hecht,preserved,,1649,
Stof (Fluids),Fish,preserved (brined/pickled),pickled pike,Pökelfische: Hecht,preserved,,1650,
Stof (Fluids),Fish,preserved (brined/pickled),pickled pike,Pökelfische: Hecht,preserved,,1651,
Stof (Fluids),Fish,preserved (brined/pickled),pickled pike,Pökelfische: Hecht,preserved,,1652,
Stof (Fluids),Fish,preserved (brined/pickled),pickled pike,Pökelfische: Hecht,preserved,,1653,
Stof (Fluids),Fish,preserved (brined/pickled),pickled pike,Pökelfische: Hecht,preserved,,1654,
Stof (Fluids),Fish,preserved (brined/pickled),pickled pike,Pökelfische: Hecht,preserved,,1655,
Stof (Fluids),Fish,preserved (brined/pickled),pickled pike,Pökelfische: Hecht,preserved,,1656,
Stof (Fluids),Fish,preserved (brined/pickled),pickled pike,Pökelfische: Hecht,preserved,,1657,
Stof (Fluids),Fish,preserved (brined/pickled),pickled pike,Pökelfische: Hecht,preserved,,1658,
Stof (Fluids),Fish,preserved (brined/pickled),pickled pike,Pökelfische: Hecht,preserved,0,1659,
Stof (Fluids),Fish,preserved (brined/pickled),pickled pike,Pökelfische: Hecht,preserved,,1660,
Stof (Fluids),Fish,preserved (brined/pickled),pickled pike,Pökelfische: Hecht,preserved,,1661,
Stof (Fluids),Fish,preserved (brined/pickled),pickled pike,Pökelfische: Hecht,preserved,,1662,
Stof (Fluids),Fish,preserved (brined/pickled),pickled pike,Pökelfische: Hecht,preserved,1152,1663,
Stof (Fluids),Fish,preserved (brined/pickled),pickled pike,Pökelfische: Hecht,preserved,96,1664,
Stof (Fluids),Fish,preserved (brined/pickled),pickled pike,Pökelfische: Hecht,preserved,,1665,
Stof (Fluids),Fish,preserved (brined/pickled),pickled pike,Pökelfische: Hecht,preserved,,1666,
Stof (Fluids),Fish,preserved (brined/pickled),pickled pike,Pökelfische: Hecht,preserved,,1667,
Stof (Fluids),Fish,preserved (brined/pickled),pickled pike,Pökelfische: Hecht,preserved,0,1668,
Stof (Fluids),Fish,preserved (brined/pickled),pickled pike,Pökelfische: Hecht,preserved,,1669,
Stof (Fluids),Fish,preserved (brined/pickled),pickled pike,Pökelfische: Hecht,preserved,,1670,
Stof (Fluids),Fish,preserved (brined/pickled),pickled pike,Pökelfische: Hecht,preserved,,1671,
Stof (Fluids),Fish,preserved (brined/pickled),pickled pike,Pökelfische: Hecht,preserved,,1672,
Stof (Fluids),Fish,preserved (brined/pickled),pickled pike,Pökelfische: Hecht,preserved,,1673,
Stof (Fluids),Fish,preserved (brined/pickled),pickled pike,Pökelfische: Hecht,preserved,,1674,
Stof (Fluids),Fish,preserved (brined/pickled),pickled pike,Pökelfische: Hecht,preserved,,1675,
Stof (Fluids),Fish,preserved (brined/pickled),pickled pike,Pökelfische: Hecht,preserved,,1676,
Stof (Fluids),Fish,preserved (brined/pickled),pickled pike,Pökelfische: Hecht,preserved,,1677,
Stof (Fluids),Fish,preserved (brined/pickled),pickled pike,Pökelfische: Hecht,preserved,,1678,
Stof (Fluids),Fish,preserved (brined/pickled),pickled pike,Pökelfische: Hecht,preserved,,1679,
Stof (Fluids),Fish,preserved (brined/pickled),pickled pike,Pökelfische: Hecht,preserved,,1680,
Stof (Fluids),Fish,preserved (brined/pickled),pickled pike,Pökelfische: Hecht,preserved,,1681,
Stof (Fluids),Fish,preserved (brined/pickled),pickled pike,Pökelfische: Hecht,preserved,,1682,
Stof (Fluids),Fish,preserved (brined/pickled),pickled pike,Pökelfische: Hecht,preserved,,1683,
Stof (Fluids),Fish,preserved (brined/pickled),pickled pike,Pökelfische: Hecht,preserved,,1684,
Stof (Fluids),Fish,preserved (brined/pickled),pickled pike,Pökelfische: Hecht,preserved,,1685,
Stof (Fluids),Fish,preserved (brined/pickled),pickled pike,Pökelfische: Hecht,preserved,,1686,
Stof (Fluids),Fish,preserved (brined/pickled),pickled pike,Pökelfische: Hecht,preserved,,1687,
Stof (Fluids),Fish,preserved (brined/pickled),pickled pike,Pökelfische: Hecht,preserved,,1688,
Stof (Fluids),Fish,preserved (brined/pickled),pickled carp,Pökelfische: Karpffen,preserved,,1640,
Stof (Fluids),Fish,preserved (brined/pickled),pickled carp,Pökelfische: Karpffen,preserved,2388,1641,
Stof (Fluids),Fish,preserved (brined/pickled),pickled carp,Pökelfische: Karpffen,preserved,,1642,
Stof (Fluids),Fish,preserved (brined/pickled),pickled carp,Pökelfische: Karpffen,preserved,,1643,
Stof (Fluids),Fish,preserved (brined/pickled),pickled carp,Pökelfische: Karpffen,preserved,,1644,
Stof (Fluids),Fish,preserved (brined/pickled),pickled carp,Pökelfische: Karpffen,preserved,228,1645,
Stof (Fluids),Fish,preserved (brined/pickled),pickled carp,Pökelfische: Karpffen,preserved,,1646,
Stof (Fluids),Fish,preserved (brined/pickled),pickled carp,Pökelfische: Karpffen,preserved,,1647,
Stof (Fluids),Fish,preserved (brined/pickled),pickled carp,Pökelfische: Karpffen,preserved,,1648,
Stof (Fluids),Fish,preserved (brined/pickled),pickled carp,Pökelfische: Karpffen,preserved,,1649,
Stof (Fluids),Fish,preserved (brined/pickled),pickled carp,Pökelfische: Karpffen,preserved,,1650,
Stof (Fluids),Fish,preserved (brined/pickled),pickled carp,Pökelfische: Karpffen,preserved,,1651,
Stof (Fluids),Fish,preserved (brined/pickled),pickled carp,Pökelfische: Karpffen,preserved,,1652,
Stof (Fluids),Fish,preserved (brined/pickled),pickled carp,Pökelfische: Karpffen,preserved,,1653,
Stof (Fluids),Fish,preserved (brined/pickled),pickled carp,Pökelfische: Karpffen,preserved,,1654,
Stof (Fluids),Fish,preserved (brined/pickled),pickled carp,Pökelfische: Karpffen,preserved,,1655,
Stof (Fluids),Fish,preserved (brined/pickled),pickled carp,Pökelfische: Karpffen,preserved,,1656,
Stof (Fluids),Fish,preserved (brined/pickled),pickled carp,Pökelfische: Karpffen,preserved,,1657,
Stof (Fluids),Fish,preserved (brined/pickled),pickled carp,Pökelfische: Karpffen,preserved,,1658,
Stof (Fluids),Fish,preserved (brined/pickled),pickled carp,Pökelfische: Karpffen,preserved,0,1659,
Stof (Fluids),Fish,preserved (brined/pickled),pickled carp,Pökelfische: Karpffen,preserved,,1660,
Stof (Fluids),Fish,preserved (brined/pickled),pickled carp,Pökelfische: Karpffen,preserved,,1661,
Stof (Fluids),Fish,preserved (brined/pickled),pickled carp,Pökelfische: Karpffen,preserved,,1662,
Stof (Fluids),Fish,preserved (brined/pickled),pickled carp,Pökelfische: Karpffen,preserved,0,1663,
Stof (Fluids),Fish,preserved (brined/pickled),pickled carp,Pökelfische: Karpffen,preserved,384,1664,
Stof (Fluids),Fish,preserved (brined/pickled),pickled carp,Pökelfische: Karpffen,preserved,,1665,
Stof (Fluids),Fish,preserved (brined/pickled),pickled carp,Pökelfische: Karpffen,preserved,,1666,
Stof (Fluids),Fish,preserved (brined/pickled),pickled carp,Pökelfische: Karpffen,preserved,,1667,
Stof (Fluids),Fish,preserved (brined/pickled),pickled carp,Pökelfische: Karpffen,preserved,0,1668,
Stof (Fluids),Fish,preserved (brined/pickled),pickled carp,Pökelfische: Karpffen,preserved,,1669,
Stof (Fluids),Fish,preserved (brined/pickled),pickled carp,Pökelfische: Karpffen,preserved,,1670,
Stof (Fluids),Fish,preserved (brined/pickled),pickled carp,Pökelfische: Karpffen,preserved,,1671,
Stof (Fluids),Fish,preserved (brined/pickled),pickled carp,Pökelfische: Karpffen,preserved,,1672,
Stof (Fluids),Fish,preserved (brined/pickled),pickled carp,Pökelfische: Karpffen,preserved,,1673,
Stof (Fluids),Fish,preserved (brined/pickled),pickled carp,Pökelfische: Karpffen,preserved,,1674,
Stof (Fluids),Fish,preserved (brined/pickled),pickled carp,Pökelfische: Karpffen,preserved,,1675,
Stof (Fluids),Fish,preserved (brined/pickled),pickled carp,Pökelfische: Karpffen,preserved,,1676,
Stof (Fluids),Fish,preserved (brined/pickled),pickled carp,Pökelfische: Karpffen,preserved,,1677,
Stof (Fluids),Fish,preserved (brined/pickled),pickled carp,Pökelfische: Karpffen,preserved,,1678,
Stof (Fluids),Fish,preserved (brined/pickled),pickled carp,Pökelfische: Karpffen,preserved,,1679,
