unit,category,use,translation,item,subcategory,value,date,source,jason_notes
Stück (Piece),Meat,,Starling: Platdeutsch word: http://www.welt.de/weltäprint/article1243926/Auf-ein-Platt-Wort.html,Spreen,"Bird, wild",,1672,,
Stück (Piece),Meat,,Starling: Platdeutsch word: http://www.welt.de/weltäprint/article1243926/Auf-ein-Platt-Wort.html,Spreen,"Bird, wild",,1673,,
Stück (Piece),Meat,,Starling: Platdeutsch word: http://www.welt.de/weltäprint/article1243926/Auf-ein-Platt-Wort.html,Spreen,"Bird, wild",,1674,,
Stück (Piece),Meat,,Starling: Platdeutsch word: http://www.welt.de/weltäprint/article1243926/Auf-ein-Platt-Wort.html,Spreen,"Bird, wild",,1675,,
Stück (Piece),Meat,,Starling: Platdeutsch word: http://www.welt.de/weltäprint/article1243926/Auf-ein-Platt-Wort.html,Spreen,"Bird, wild",,1676,,
Stück (Piece),Meat,,Starling: Platdeutsch word: http://www.welt.de/weltäprint/article1243926/Auf-ein-Platt-Wort.html,Spreen,"Bird, wild",,1677,,
Stück (Piece),Meat,,Starling: Platdeutsch word: http://www.welt.de/weltäprint/article1243926/Auf-ein-Platt-Wort.html,Spreen,"Bird, wild",,1678,,
Stück (Piece),Meat,,Starling: Platdeutsch word: http://www.welt.de/weltäprint/article1243926/Auf-ein-Platt-Wort.html,Spreen,"Bird, wild",,1679,,
Stück (Piece),Meat,,Starling: Platdeutsch word: http://www.welt.de/weltäprint/article1243926/Auf-ein-Platt-Wort.html,Spreen,"Bird, wild",,1680,,
Stück (Piece),Meat,,Starling: Platdeutsch word: http://www.welt.de/weltäprint/article1243926/Auf-ein-Platt-Wort.html,Spreen,"Bird, wild",,1681,,
Stück (Piece),Meat,,Starling: Platdeutsch word: http://www.welt.de/weltäprint/article1243926/Auf-ein-Platt-Wort.html,Spreen,"Bird, wild",,1682,,
Stück (Piece),Meat,,Starling: Platdeutsch word: http://www.welt.de/weltäprint/article1243926/Auf-ein-Platt-Wort.html,Spreen,"Bird, wild",,1683,,
Stück (Piece),Meat,,Starling: Platdeutsch word: http://www.welt.de/weltäprint/article1243926/Auf-ein-Platt-Wort.html,Spreen,"Bird, wild",,1684,,
Stück (Piece),Meat,,Starling: Platdeutsch word: http://www.welt.de/weltäprint/article1243926/Auf-ein-Platt-Wort.html,Spreen,"Bird, wild",,1685,,
Stück (Piece),Meat,,Starling: Platdeutsch word: http://www.welt.de/weltäprint/article1243926/Auf-ein-Platt-Wort.html,Spreen,"Bird, wild",,1686,,
Stück (Piece),Meat,,Starling: Platdeutsch word: http://www.welt.de/weltäprint/article1243926/Auf-ein-Platt-Wort.html,Spreen,"Bird, wild",,1687,,
Stück (Piece),Meat,,Starling: Platdeutsch word: http://www.welt.de/weltäprint/article1243926/Auf-ein-Platt-Wort.html,Spreen,"Bird, wild",,1688,,
Stück (Piece),Meat,,lark,Lirchen,"Bird, wild",,1640,,
Stück (Piece),Meat,,lark,Lirchen,"Bird, wild",2679,1641,,
Stück (Piece),Meat,,lark,Lirchen,"Bird, wild",,1642,,
Stück (Piece),Meat,,lark,Lirchen,"Bird, wild",,1643,,
Stück (Piece),Meat,,lark,Lirchen,"Bird, wild",1232,1644,,
Stück (Piece),Meat,,lark,Lirchen,"Bird, wild",3229,1645,,
Stück (Piece),Meat,,lark,Lirchen,"Bird, wild",60,1646,,
Stück (Piece),Meat,,lark,Lirchen,"Bird, wild",,1647,,
Stück (Piece),Meat,,lark,Lirchen,"Bird, wild",,1648,,
Stück (Piece),Meat,,lark,Lirchen,"Bird, wild",,1649,,
Stück (Piece),Meat,,lark,Lirchen,"Bird, wild",,1650,,
Stück (Piece),Meat,,lark,Lirchen,"Bird, wild",,1651,,
Stück (Piece),Meat,,lark,Lirchen,"Bird, wild",,1652,,
Stück (Piece),Meat,,lark,Lirchen,"Bird, wild",,1653,,
Stück (Piece),Meat,,lark,Lirchen,"Bird, wild",,1654,,
Stück (Piece),Meat,,lark,Lirchen,"Bird, wild",,1655,,
Stück (Piece),Meat,,lark,Lirchen,"Bird, wild",,1656,,
Stück (Piece),Meat,,lark,Lirchen,"Bird, wild",,1657,,
Stück (Piece),Meat,,lark,Lirchen,"Bird, wild",,1658,,
Stück (Piece),Meat,,lark,Lirchen,"Bird, wild",0,1659,,
Stück (Piece),Meat,,lark,Lirchen,"Bird, wild",,1660,,
Stück (Piece),Meat,,lark,Lirchen,"Bird, wild",,1661,,
Stück (Piece),Meat,,lark,Lirchen,"Bird, wild",,1662,,
Stück (Piece),Meat,,lark,Lirchen,"Bird, wild",,1663,,
Stück (Piece),Meat,,lark,Lirchen,"Bird, wild",,1664,,
Stück (Piece),Meat,,lark,Lirchen,"Bird, wild",,1665,,
Stück (Piece),Meat,,lark,Lirchen,"Bird, wild",,1666,,
Stück (Piece),Meat,,lark,Lirchen,"Bird, wild",,1667,,
Stück (Piece),Meat,,lark,Lirchen,"Bird, wild",24,1668,,
Stück (Piece),Meat,,lark,Lirchen,"Bird, wild",,1669,,
Stück (Piece),Meat,,lark,Lirchen,"Bird, wild",190,1670,,
Stück (Piece),Meat,,lark,Lirchen,"Bird, wild",,1671,,
Stück (Piece),Meat,,lark,Lirchen,"Bird, wild",,1672,,
Stück (Piece),Meat,,lark,Lirchen,"Bird, wild",,1673,,
Stück (Piece),Meat,,lark,Lirchen,"Bird, wild",,1674,,
Stück (Piece),Meat,,lark,Lirchen,"Bird, wild",,1675,,
Stück (Piece),Meat,,lark,Lirchen,"Bird, wild",,1676,,
Stück (Piece),Meat,,lark,Lirchen,"Bird, wild",,1677,,
Stück (Piece),Meat,,lark,Lirchen,"Bird, wild",,1678,,
Stück (Piece),Meat,,lark,Lirchen,"Bird, wild",,1679,,
Stück (Piece),Meat,,lark,Lirchen,"Bird, wild",,1680,,
Stück (Piece),Meat,,lark,Lirchen,"Bird, wild",,1681,,
Stück (Piece),Meat,,lark,Lirchen,"Bird, wild",,1682,,
Stück (Piece),Meat,,lark,Lirchen,"Bird, wild",,1683,,
Stück (Piece),Meat,,lark,Lirchen,"Bird, wild",,1684,,
Stück (Piece),Meat,,lark,Lirchen,"Bird, wild",,1685,,
Stück (Piece),Meat,,lark,Lirchen,"Bird, wild",,1686,,
Stück (Piece),Meat,,lark,Lirchen,"Bird, wild",,1687,,
Stück (Piece),Meat,,lark,Lirchen,"Bird, wild",,1688,,
Stück (Piece),Meat,,sandpipers?,Schneppen or Waßerhüner,"Bird, wild",,1640,,
Stück (Piece),Meat,,sandpipers?,Schneppen or Waßerhüner,"Bird, wild",167,1641,,
Stück (Piece),Meat,,sandpipers?,Schneppen or Waßerhüner,"Bird, wild",,1642,,
Stück (Piece),Meat,,sandpipers?,Schneppen or Waßerhüner,"Bird, wild",,1643,,
Stück (Piece),Meat,,sandpipers?,Schneppen or Waßerhüner,"Bird, wild",125,1644,,
Stück (Piece),Meat,,sandpipers?,Schneppen or Waßerhüner,"Bird, wild",256,1645,,
Stück (Piece),Meat,,sandpipers?,Schneppen or Waßerhüner,"Bird, wild",25,1646,,
Stück (Piece),Meat,,sandpipers?,Schneppen or Waßerhüner,"Bird, wild",,1647,,
Stück (Piece),Meat,,sandpipers?,Schneppen or Waßerhüner,"Bird, wild",,1648,,
Stück (Piece),Meat,,sandpipers?,Schneppen or Waßerhüner,"Bird, wild",,1649,,
Stück (Piece),Meat,,sandpipers?,Schneppen or Waßerhüner,"Bird, wild",,1650,,
Stück (Piece),Meat,,sandpipers?,Schneppen or Waßerhüner,"Bird, wild",,1651,,
Stück (Piece),Meat,,sandpipers?,Schneppen or Waßerhüner,"Bird, wild",,1652,,
Stück (Piece),Meat,,sandpipers?,Schneppen or Waßerhüner,"Bird, wild",,1653,,
Stück (Piece),Meat,,sandpipers?,Schneppen or Waßerhüner,"Bird, wild",,1654,,
Stück (Piece),Meat,,sandpipers?,Schneppen or Waßerhüner,"Bird, wild",,1655,,
Stück (Piece),Meat,,sandpipers?,Schneppen or Waßerhüner,"Bird, wild",,1656,,
Stück (Piece),Meat,,sandpipers?,Schneppen or Waßerhüner,"Bird, wild",,1657,,
Stück (Piece),Meat,,sandpipers?,Schneppen or Waßerhüner,"Bird, wild",,1658,,
Stück (Piece),Meat,,sandpipers?,Schneppen or Waßerhüner,"Bird, wild",0,1659,,
Stück (Piece),Meat,,sandpipers?,Schneppen or Waßerhüner,"Bird, wild",,1660,,
Stück (Piece),Meat,,sandpipers?,Schneppen or Waßerhüner,"Bird, wild",,1661,,
Stück (Piece),Meat,,sandpipers?,Schneppen or Waßerhüner,"Bird, wild",,1662,,
Stück (Piece),Meat,,sandpipers?,Schneppen or Waßerhüner,"Bird, wild",311,1663,,
Stück (Piece),Meat,,sandpipers?,Schneppen or Waßerhüner,"Bird, wild",,1664,,
Stück (Piece),Meat,,sandpipers?,Schneppen or Waßerhüner,"Bird, wild",,1665,,
Stück (Piece),Meat,,sandpipers?,Schneppen or Waßerhüner,"Bird, wild",,1666,,
Stück (Piece),Meat,,sandpipers?,Schneppen or Waßerhüner,"Bird, wild",,1667,,
Stück (Piece),Meat,,sandpipers?,Schneppen or Waßerhüner,"Bird, wild",6,1668,,
Stück (Piece),Meat,,sandpipers?,Schneppen or Waßerhüner,"Bird, wild",,1669,,
Stück (Piece),Meat,,sandpipers?,Schneppen or Waßerhüner,"Bird, wild",41,1670,,
Stück (Piece),Meat,,sandpipers?,Schneppen or Waßerhüner,"Bird, wild",,1671,,
Stück (Piece),Meat,,sandpipers?,Schneppen or Waßerhüner,"Bird, wild",,1672,,
Stück (Piece),Meat,,sandpipers?,Schneppen or Waßerhüner,"Bird, wild",,1673,,
Stück (Piece),Meat,,sandpipers?,Schneppen or Waßerhüner,"Bird, wild",,1674,,
Stück (Piece),Meat,,sandpipers?,Schneppen or Waßerhüner,"Bird, wild",,1675,,
Stück (Piece),Meat,,sandpipers?,Schneppen or Waßerhüner,"Bird, wild",,1676,,
Stück (Piece),Meat,,sandpipers?,Schneppen or Waßerhüner,"Bird, wild",,1677,,
Stück (Piece),Meat,,sandpipers?,Schneppen or Waßerhüner,"Bird, wild",,1678,,
Stück (Piece),Meat,,sandpipers?,Schneppen or Waßerhüner,"Bird, wild",,1679,,
Stück (Piece),Meat,,sandpipers?,Schneppen or Waßerhüner,"Bird, wild",,1680,,
Stück (Piece),Meat,,sandpipers?,Schneppen or Waßerhüner,"Bird, wild",,1681,,
Stück (Piece),Meat,,sandpipers?,Schneppen or Waßerhüner,"Bird, wild",,1682,,
Stück (Piece),Meat,,sandpipers?,Schneppen or Waßerhüner,"Bird, wild",,1683,,
Stück (Piece),Meat,,sandpipers?,Schneppen or Waßerhüner,"Bird, wild",,1684,,
Stück (Piece),Meat,,sandpipers?,Schneppen or Waßerhüner,"Bird, wild",,1685,,
Stück (Piece),Meat,,sandpipers?,Schneppen or Waßerhüner,"Bird, wild",,1686,,
Stück (Piece),Meat,,sandpipers?,Schneppen or Waßerhüner,"Bird, wild",,1687,,
Stück (Piece),Meat,,sandpipers?,Schneppen or Waßerhüner,"Bird, wild",,1688,,
Stück (Piece),Meat,,small birds,Kleine Vogel,"Bird, wild",,1640,,
Stück (Piece),Meat,,small birds,Kleine Vogel,"Bird, wild",649,1641,,
Stück (Piece),Meat,,small birds,Kleine Vogel,"Bird, wild",,1642,,
Stück (Piece),Meat,,small birds,Kleine Vogel,"Bird, wild",,1643,,
Stück (Piece),Meat,,small birds,Kleine Vogel,"Bird, wild",50,1644,,
Stück (Piece),Meat,,small birds,Kleine Vogel,"Bird, wild",296,1645,,
Stück (Piece),Meat,,small birds,Kleine Vogel,"Bird, wild",391,1646,,
Stück (Piece),Meat,,small birds,Kleine Vogel,"Bird, wild",,1647,,
Stück (Piece),Meat,,small birds,Kleine Vogel,"Bird, wild",,1648,,
Stück (Piece),Meat,,small birds,Kleine Vogel,"Bird, wild",,1649,,
Stück (Piece),Meat,,small birds,Kleine Vogel,"Bird, wild",,1650,,
Stück (Piece),Meat,,small birds,Kleine Vogel,"Bird, wild",,1651,,
Stück (Piece),Meat,,small birds,Kleine Vogel,"Bird, wild",,1652,,
Stück (Piece),Meat,,small birds,Kleine Vogel,"Bird, wild",,1653,,
Stück (Piece),Meat,,small birds,Kleine Vogel,"Bird, wild",,1654,,
Stück (Piece),Meat,,small birds,Kleine Vogel,"Bird, wild",,1655,,
Stück (Piece),Meat,,small birds,Kleine Vogel,"Bird, wild",,1656,,
Stück (Piece),Meat,,small birds,Kleine Vogel,"Bird, wild",,1657,,
Stück (Piece),Meat,,small birds,Kleine Vogel,"Bird, wild",,1658,,
Stück (Piece),Meat,,small birds,Kleine Vogel,"Bird, wild",0,1659,,
Stück (Piece),Meat,,small birds,Kleine Vogel,"Bird, wild",,1660,,
Stück (Piece),Meat,,small birds,Kleine Vogel,"Bird, wild",,1661,,
Stück (Piece),Meat,,small birds,Kleine Vogel,"Bird, wild",,1662,,
Stück (Piece),Meat,,small birds,Kleine Vogel,"Bird, wild",118,1663,,
Stück (Piece),Meat,,small birds,Kleine Vogel,"Bird, wild",,1664,,
Stück (Piece),Meat,,small birds,Kleine Vogel,"Bird, wild",,1665,,
Stück (Piece),Meat,,small birds,Kleine Vogel,"Bird, wild",,1666,,
Stück (Piece),Meat,,small birds,Kleine Vogel,"Bird, wild",,1667,,
Stück (Piece),Meat,,small birds,Kleine Vogel,"Bird, wild",0,1668,,
Stück (Piece),Meat,,small birds,Kleine Vogel,"Bird, wild",,1669,,
Stück (Piece),Meat,,small birds,Kleine Vogel,"Bird, wild",426,1670,,
Stück (Piece),Meat,,small birds,Kleine Vogel,"Bird, wild",,1671,,
Stück (Piece),Meat,,small birds,Kleine Vogel,"Bird, wild",,1672,,
Stück (Piece),Meat,,small birds,Kleine Vogel,"Bird, wild",,1673,,
Stück (Piece),Meat,,small birds,Kleine Vogel,"Bird, wild",,1674,,
Stück (Piece),Meat,,small birds,Kleine Vogel,"Bird, wild",,1675,,
Stück (Piece),Meat,,small birds,Kleine Vogel,"Bird, wild",,1676,,
Stück (Piece),Meat,,small birds,Kleine Vogel,"Bird, wild",,1677,,
Stück (Piece),Meat,,small birds,Kleine Vogel,"Bird, wild",,1678,,
Stück (Piece),Meat,,small birds,Kleine Vogel,"Bird, wild",135,1679,,
Stück (Piece),Meat,,small birds,Kleine Vogel,"Bird, wild",,1680,,
Stück (Piece),Meat,,small birds,Kleine Vogel,"Bird, wild",,1681,,
Stück (Piece),Meat,,small birds,Kleine Vogel,"Bird, wild",,1682,,
Stück (Piece),Meat,,small birds,Kleine Vogel,"Bird, wild",,1683,,
Stück (Piece),Meat,,small birds,Kleine Vogel,"Bird, wild",,1684,,
Stück (Piece),Meat,,small birds,Kleine Vogel,"Bird, wild",,1685,,
Stück (Piece),Meat,,small birds,Kleine Vogel,"Bird, wild",,1686,,
Stück (Piece),Meat,,small birds,Kleine Vogel,"Bird, wild",,1687,,
Stück (Piece),Meat,,small birds,Kleine Vogel,"Bird, wild",,1688,,
Stück (Piece),Meat,,wild boar,Wildeschweine,"pork, wild",,1640,,
Stück (Piece),Meat,,wild boar,Wildeschweine,"pork, wild",41,1641,,
Stück (Piece),Meat,,wild boar,Wildeschweine,"pork, wild",,1642,,
Stück (Piece),Meat,,wild boar,Wildeschweine,"pork, wild",,1643,,
Stück (Piece),Meat,,wild boar,Wildeschweine,"pork, wild",31.37,1644,,
Stück (Piece),Meat,,wild boar,Wildeschweine,"pork, wild",30.75,1645,,
Stück (Piece),Meat,,wild boar,Wildeschweine,"pork, wild",86.25,1646,,
Stück (Piece),Meat,,wild boar,Wildeschweine,"pork, wild",,1647,,
Stück (Piece),Meat,,wild boar,Wildeschweine,"pork, wild",,1648,,
Stück (Piece),Meat,,wild boar,Wildeschweine,"pork, wild",,1649,,
Stück (Piece),Meat,,wild boar,Wildeschweine,"pork, wild",,1650,,
Stück (Piece),Meat,,wild boar,Wildeschweine,"pork, wild",,1651,,
Stück (Piece),Meat,,wild boar,Wildeschweine,"pork, wild",,1652,,
Stück (Piece),Meat,,wild boar,Wildeschweine,"pork, wild",,1653,,
Stück (Piece),Meat,,wild boar,Wildeschweine,"pork, wild",,1654,,
Stück (Piece),Meat,,wild boar,Wildeschweine,"pork, wild",,1655,,
Stück (Piece),Meat,,wild boar,Wildeschweine,"pork, wild",,1656,,
Stück (Piece),Meat,,wild boar,Wildeschweine,"pork, wild",,1657,,
Stück (Piece),Meat,,wild boar,Wildeschweine,"pork, wild",,1658,,
Stück (Piece),Meat,,wild boar,Wildeschweine,"pork, wild",0.5,1659,,
Stück (Piece),Meat,,wild boar,Wildeschweine,"pork, wild",,1660,,
Stück (Piece),Meat,,wild boar,Wildeschweine,"pork, wild",,1661,,
Stück (Piece),Meat,,wild boar,Wildeschweine,"pork, wild",,1662,,
Stück (Piece),Meat,,wild boar,Wildeschweine,"pork, wild",37,1663,,
Stück (Piece),Meat,,wild boar,Wildeschweine,"pork, wild",3,1664,,
Stück (Piece),Meat,,wild boar,Wildeschweine,"pork, wild",,1665,,
Stück (Piece),Meat,,wild boar,Wildeschweine,"pork, wild",,1666,,
Stück (Piece),Meat,,wild boar,Wildeschweine,"pork, wild",,1667,,
Stück (Piece),Meat,,wild boar,Wildeschweine,"pork, wild",94,1668,,
Stück (Piece),Meat,,wild boar,Wildeschweine,"pork, wild",,1669,,
Stück (Piece),Meat,,wild boar,Wildeschweine,"pork, wild",0,1670,,
Stück (Piece),Meat,,wild boar,Wildeschweine,"pork, wild",,1671,,
Stück (Piece),Meat,,wild boar,Wildeschweine,"pork, wild",,1672,,
Stück (Piece),Meat,,wild boar,Wildeschweine,"pork, wild",,1673,,
Stück (Piece),Meat,,wild boar,Wildeschweine,"pork, wild",,1674,,
Stück (Piece),Meat,,wild boar,Wildeschweine,"pork, wild",,1675,,
Stück (Piece),Meat,,wild boar,Wildeschweine,"pork, wild",,1676,,
Stück (Piece),Meat,,wild boar,Wildeschweine,"pork, wild",,1677,,
Stück (Piece),Meat,,wild boar,Wildeschweine,"pork, wild",,1678,,
Stück (Piece),Meat,,wild boar,Wildeschweine,"pork, wild",1,1679,,
Stück (Piece),Meat,,wild boar,Wildeschweine,"pork, wild",,1680,,
Stück (Piece),Meat,,wild boar,Wildeschweine,"pork, wild",1,1681,,
Stück (Piece),Meat,,wild boar,Wildeschweine,"pork, wild",,1682,,
Stück (Piece),Meat,,wild boar,Wildeschweine,"pork, wild",,1683,,
Stück (Piece),Meat,,wild boar,Wildeschweine,"pork, wild",,1684,,
Stück (Piece),Meat,,wild boar,Wildeschweine,"pork, wild",,1685,,
Stück (Piece),Meat,,wild boar,Wildeschweine,"pork, wild",,1686,,
Stück (Piece),Meat,,wild boar,Wildeschweine,"pork, wild",,1687,,
Stück (Piece),Meat,,wild boar,Wildeschweine,"pork, wild",,1688,,
Stück (Piece),Meat,,young boar,Fröschlinge,"pork, wild",,1640,,
Stück (Piece),Meat,,young boar,Fröschlinge,"pork, wild",13,1641,,
Stück (Piece),Meat,,young boar,Fröschlinge,"pork, wild",,1642,,
Stück (Piece),Meat,,young boar,Fröschlinge,"pork, wild",,1643,,
Stück (Piece),Meat,,young boar,Fröschlinge,"pork, wild",20.25,1644,,
Stück (Piece),Meat,,young boar,Fröschlinge,"pork, wild",18.37,1645,,
Stück (Piece),Meat,,young boar,Fröschlinge,"pork, wild",74.25,1646,,
Stück (Piece),Meat,,young boar,Fröschlinge,"pork, wild",,1647,,
Stück (Piece),Meat,,young boar,Fröschlinge,"pork, wild",,1648,,
Stück (Piece),Meat,,young boar,Fröschlinge,"pork, wild",,1649,,
Stück (Piece),Meat,,young boar,Fröschlinge,"pork, wild",,1650,,
Stück (Piece),Meat,,young boar,Fröschlinge,"pork, wild",,1651,,
Stück (Piece),Meat,,young boar,Fröschlinge,"pork, wild",,1652,,
Stück (Piece),Meat,,young boar,Fröschlinge,"pork, wild",,1653,,
Stück (Piece),Meat,,young boar,Fröschlinge,"pork, wild",,1654,,
Stück (Piece),Meat,,young boar,Fröschlinge,"pork, wild",,1655,,
Stück (Piece),Meat,,young boar,Fröschlinge,"pork, wild",,1656,,
Stück (Piece),Meat,,young boar,Fröschlinge,"pork, wild",,1657,,
Stück (Piece),Meat,,young boar,Fröschlinge,"pork, wild",,1658,,
Stück (Piece),Meat,,young boar,Fröschlinge,"pork, wild",0,1659,,
Stück (Piece),Meat,,young boar,Fröschlinge,"pork, wild",,1660,,
Stück (Piece),Meat,,young boar,Fröschlinge,"pork, wild",,1661,,
Stück (Piece),Meat,,young boar,Fröschlinge,"pork, wild",,1662,,
Stück (Piece),Meat,,young boar,Fröschlinge,"pork, wild",19,1663,,
Stück (Piece),Meat,,young boar,Fröschlinge,"pork, wild",4,1664,,
Stück (Piece),Meat,,young boar,Fröschlinge,"pork, wild",,1665,,
Stück (Piece),Meat,,young boar,Fröschlinge,"pork, wild",,1666,,
Stück (Piece),Meat,,young boar,Fröschlinge,"pork, wild",,1667,,
Stück (Piece),Meat,,young boar,Fröschlinge,"pork, wild",,1668,,
Stück (Piece),Meat,,young boar,Fröschlinge,"pork, wild",,1669,,
Stück (Piece),Meat,,young boar,Fröschlinge,"pork, wild",0,1670,,
Stück (Piece),Meat,,young boar,Fröschlinge,"pork, wild",,1671,,
Stück (Piece),Meat,,young boar,Fröschlinge,"pork, wild",,1672,,
Stück (Piece),Meat,,young boar,Fröschlinge,"pork, wild",,1673,,
Stück (Piece),Meat,,young boar,Fröschlinge,"pork, wild",,1674,,
Stück (Piece),Meat,,young boar,Fröschlinge,"pork, wild",,1675,,
Stück (Piece),Meat,,young boar,Fröschlinge,"pork, wild",,1676,,
Stück (Piece),Meat,,young boar,Fröschlinge,"pork, wild",,1677,,
Stück (Piece),Meat,,young boar,Fröschlinge,"pork, wild",,1678,,
Stück (Piece),Meat,,young boar,Fröschlinge,"pork, wild",3,1679,,
Stück (Piece),Meat,,young boar,Fröschlinge,"pork, wild",,1680,,
Stück (Piece),Meat,,young boar,Fröschlinge,"pork, wild",,1681,,
Stück (Piece),Meat,,young boar,Fröschlinge,"pork, wild",,1682,,
Stück (Piece),Meat,,young boar,Fröschlinge,"pork, wild",,1683,,
Stück (Piece),Meat,,young boar,Fröschlinge,"pork, wild",,1684,,
Stück (Piece),Meat,,young boar,Fröschlinge,"pork, wild",,1685,,
Stück (Piece),Meat,,young boar,Fröschlinge,"pork, wild",,1686,,
Stück (Piece),Meat,,young boar,Fröschlinge,"pork, wild",,1687,,
Stück (Piece),Meat,,young boar,Fröschlinge,"pork, wild",,1688,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,Pökel Schaaffe,other,,1640,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,Pökel Schaaffe,other,11,1641,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,Pökel Schaaffe,other,,1642,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,Pökel Schaaffe,other,,1643,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,Pökel Schaaffe,other,143,1644,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,Pökel Schaaffe,other,10.25,1645,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,Pökel Schaaffe,other,38,1646,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,Pökel Schaaffe,other,,1647,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,Pökel Schaaffe,other,,1648,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,Pökel Schaaffe,other,,1649,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,Pökel Schaaffe,other,,1650,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,Pökel Schaaffe,other,,1651,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,Pökel Schaaffe,other,,1652,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,Pökel Schaaffe,other,,1653,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,Pökel Schaaffe,other,,1654,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,Pökel Schaaffe,other,,1655,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,Pökel Schaaffe,other,,1656,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,Pökel Schaaffe,other,,1657,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,Pökel Schaaffe,other,,1658,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,Pökel Schaaffe,other,0,1659,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,Pökel Schaaffe,other,,1660,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,Pökel Schaaffe,other,,1661,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,Pökel Schaaffe,other,,1662,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,Pökel Schaaffe,other,,1663,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,Pökel Schaaffe,other,,1664,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,Pökel Schaaffe,other,,1665,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,Pökel Schaaffe,other,,1666,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,Pökel Schaaffe,other,,1667,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,Pökel Schaaffe,other,,1668,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,Pökel Schaaffe,other,,1669,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,Pökel Schaaffe,other,,1670,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,Pökel Schaaffe,other,,1671,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,Pökel Schaaffe,other,,1672,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,Pökel Schaaffe,other,,1673,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,Pökel Schaaffe,other,,1674,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,Pökel Schaaffe,other,,1675,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,Pökel Schaaffe,other,,1676,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,Pökel Schaaffe,other,,1677,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,Pökel Schaaffe,other,,1678,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,Pökel Schaaffe,other,,1679,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,Pökel Schaaffe,other,,1680,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,Pökel Schaaffe,other,,1681,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,Pökel Schaaffe,other,,1682,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,Pökel Schaaffe,other,,1683,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,Pökel Schaaffe,other,,1684,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,Pökel Schaaffe,other,,1685,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,Pökel Schaaffe,other,,1686,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,Pökel Schaaffe,other,,1687,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled sheep,Pökel Schaaffe,other,,1688,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled lamb,Pökel Lämmer,other,,1640,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled lamb,Pökel Lämmer,other,7,1641,,
