"","translation","original","notes","category","macrocategory","subcategory","unit.of.measure","z1641","z1644","z1645","z1646","z1648","z1656","z1657","z1659","z1662","z1663","z1664","z1665","z1668","z1670","z1671","z1672","z1673","z1674","z1675","z1676","z1677","z1678","z1679","z1680","z1681","z1682","z1683","z1684","z1685","z1686","z1687","z1688","mean","max","min","X1640","X1641","X1642","X1643","X1644","X1645","X1646","X1647","X1648","X1649","X1650","X1651","X1652","X1653","X1654","X1655","X1656","X1657","X1658","X1659","X1660","X1661","X1662","X1663","X1664","X1665","X1666","X1667","X1668","X1669","X1670","X1671","X1672","X1673","X1674","X1675","X1676","X1677","X1678","X1679","X1680","X1681","X1682","X1683","X1684","X1685","X1686","X1687","X1688"
"102","pearl barley groats","Perlengrütz","","Grain","Grain","","Pfund (lb)",-0.6004745552,-0.5348130401,-0.4822838281,-0.4757176766,,,,2.577542773,,-0.3608100252,-0.3575269495,,-0.5873422522,,,,,,,,,,0.01674368634,,0.804681867,,,,,,,,"7.8",59,1,,"",,,"","","",,,,,,,,,,"10",,,,,,,"45","10",,,,"0",,4,2,,,,,,,,4,,,,,,,,,
"135","rice","Reiß","","Grain","Grain","","Pfund (lb)",1.358934576,1.217468201,1.523978681,-0.6451724092,,,,-0.92810516,,0.6516026989,0.06215946799,,-0.7630610553,-0.8337942431,,,,,,,,,-0.7394833261,,,-0.9045274308,,,,,,,"44.23076923",110,2,,"520",,,"547","837","666.5",,,,,,,,,,"328",110,,6,,,,"0","697",,,,"88",,2,10,,,15,,,,,13,,,,,,,,,
"136","rice flour","Reißmehl","","Grain","Grain","","Pfund (lb)",1.845960549,0.7682091776,1.948603537,-0.3095421941,-0.6784154315,-0.05293472467,-0.6559622779,-0.6841890995,,1.563692333,1.024816647,,-0.6431319044,-0.6928496016,-0.6936515,-0.6832268215,-0.6896420083,-0.6816230249,,,,,-0.6861136556,,,,,,,,,,"19.71428571",63,1,,"",,,"","","",,,,,,,,,,"",,,,,,,"45","45",,,,"11",,,,,,,,,,,,,,,,,,,,
