"","translation","original","notes","category","macrocategory","subcategory","unit.of.measure","z1641","z1644","z1645","z1646","z1648","z1656","z1657","z1659","z1662","z1663","z1664","z1665","z1668","z1670","z1671","z1672","z1673","z1674","z1675","z1676","z1677","z1678","z1679","z1680","z1681","z1682","z1683","z1684","z1685","z1686","z1687","z1688","mean","max","min","X1640","X1641","X1642","X1643","X1644","X1645","X1646","X1647","X1648","X1649","X1650","X1651","X1652","X1653","X1654","X1655","X1656","X1657","X1658","X1659","X1660","X1661","X1662","X1663","X1664","X1665","X1666","X1667","X1668","X1669","X1670","X1671","X1672","X1673","X1674","X1675","X1676","X1677","X1678","X1679","X1680","X1681","X1682","X1683","X1684","X1685","X1686","X1687","X1688"
"32","citrons","Cittronen/Zittronen","","Fruit","Organics","Citrus","Stück (Piece)",0.3047534982,-0.3114379674,0.9209449638,0.356102787,-0.6580456668,0.2534042094,-0.1060408122,-0.6452083446,,3.23166296,0.9209449638,,-0.5168351226,-0.6532188337,-0.6516270057,-0.6419990141,-0.6516270057,-0.5681844114,,,,,-0.583589198,,,,,,,,,,"61.18181818",250,0,,"990",,,"132","462","447",,,,,,,,,,"",,,0,,,,"13140","638",,,,"30",,127,18,,,,,,,,250,,,,,,,,,
"90","lemons","Lemonien/Limonien","","Fruit","Organics","Citrus","Stück (Piece)",0.9226260118,0.6459628084,1.718032721,1.026374713,-0.8670390851,-0.1840268017,-0.5644387064,-0.8445601998,,1.960113024,0.9572089122,,0.1963851029,-0.8302947534,-0.8411019097,-0.819487597,-0.8367790472,-0.8065190093,,,,,-0.8324561846,,,,,,,,,,"106.4285714",700,1,,"2757",,,"1702","4112","4778",,24,,,,,,,,"7862",700,,87,,,,"","1697",,,,"40",,60,,175,140,,,,,,50,,,,,,,,,
"127","Pomagranates","Pomeranzen","","Fruit","Organics","","Stück (Piece)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40.6",94,0,,"381",,,"65","112","65",,,,,,,,,,"",,,0,,,,"846","",,,,"30",,75,18,,,,,,,,,,,,,,,,,
